run_id,N_params_B,D_tokens_B,val_loss,pred_pythia_law,pred_offset,pred_refit
cerebras_0.111B,0.111,1376.0,3.5532,2.601345739640158,3.7797433895131296,3.5726263244932506
cerebras_0.111B,0.111,1391.0,3.58,2.6008488734544692,3.779246523327441,3.5691818512053164
cerebras_0.111B,0.111,1405.0,3.5553,2.600391280657777,3.778788930530749,3.566009594866587
cerebras_0.111B,0.111,1419.0,3.5734,2.5999394875748036,3.7783371374477754,3.5628775055868447
cerebras_0.111B,0.111,1434.0,3.5537,2.5994617122509833,3.777859362123955,3.5595652497877373
cerebras_0.111B,0.111,1448.0,3.5694,2.5990215251150026,3.7774191749879744,3.5565135413115057
cerebras_0.111B,0.111,1462.0,3.5651,2.598586752423207,3.7769844022961787,3.553499333060901
cerebras_0.111B,0.111,1477.0,3.5457,2.5981267994962467,3.7765244493692185,3.5503105144464646
cerebras_0.111B,0.111,1491.0,3.5496,2.597702872784435,3.7761005226574067,3.547371426413647
cerebras_0.111B,0.111,1505.0,3.5322,2.597284011020248,3.7756816608932198,3.5444674193026735
cerebras_0.111B,0.111,1520.0,3.5472,2.5968407298365523,3.775238379709524,3.5413940727595206
cerebras_0.111B,0.111,1534.0,3.553,2.596432023672221,3.774829673545193,3.538560406792994
cerebras_0.111B,0.111,1548.0,3.5352,2.596028064517282,3.774425714390254,3.5357596208191238
cerebras_0.111B,0.111,1563.0,3.5175,2.595600408350066,3.7739980582230377,3.53279450037736
cerebras_0.111B,0.111,1577.0,3.5153,2.5952059759135464,3.773603625786518,3.5300597020355724
cerebras_0.111B,0.111,1591.0,3.5106,2.594816000487992,3.773213650360964,3.5273557760996512
cerebras_0.111B,0.111,1606.0,3.5216,2.594403014617246,3.7728006644902177,3.524492272472577
cerebras_0.111B,0.111,1620.0,3.521,2.5940219915682174,3.7724196414411892,3.5218503580745373
cerebras_0.111B,0.111,1634.0,3.5206,2.5936451603514676,3.7720428102244394,3.5192374802532496
cerebras_0.111B,0.111,1649.0,3.5229,2.5932459717865086,3.7716436216594804,3.5164695497375895
cerebras_0.111B,0.111,1663.0,3.5229,2.592877567131207,3.771275217004179,3.513915043181152
cerebras_0.111B,0.111,1677.0,3.524,2.5925131112480484,3.77091076112102,3.5113878904424345
cerebras_0.111B,0.111,1692.0,3.5111,2.592126919830288,3.7705245697032597,3.50870999336483
cerebras_0.111B,0.111,1706.0,3.5154,2.5917704080047734,3.7701680578777452,3.506237871355931
cerebras_0.111B,0.111,1720.0,3.4917,2.591417621662275,3.7698152715352466,3.5037915572343157
cerebras_0.111B,0.111,1735.0,3.5025,2.5910436923332076,3.7694413422061794,3.5011986044573584
cerebras_0.111B,0.111,1749.0,3.502,2.590698406314841,3.769096056187813,3.4988042488511804
cerebras_0.111B,0.111,1763.0,3.4839,2.590356640213746,3.7687542900867177,3.4964342778634565
cerebras_0.111B,0.111,1778.0,3.5044,2.5899942962710556,3.7683919461440274,3.4939215841264692
cerebras_0.111B,0.111,1792.0,3.487,2.589659621563162,3.768057271436134,3.491600740308483
cerebras_0.111B,0.111,1806.0,3.4845,2.589328277137973,3.767725927010945,3.4893029681015384
cerebras_0.111B,0.111,1821.0,3.493,2.588976894333107,3.7673745442060786,3.4868662111819724
cerebras_0.111B,0.111,1835.0,3.4765,2.5886522636942706,3.7670499135672424,3.4846149515997755
cerebras_0.111B,0.111,1849.0,3.4894,2.588330788060946,3.7667284379339177,3.4823855499932046
cerebras_0.111B,0.111,1864.0,3.4875,2.5879897894161674,3.766387439289139,3.480020734844942
cerebras_0.111B,0.111,1878.0,3.4917,2.5876746782270317,3.7660723281000035,3.4778354269500316
cerebras_0.111B,0.111,1892.0,3.4726,2.5873625597372447,3.7657602096102165,3.475670853174699
cerebras_0.111B,0.111,1907.0,3.4755,2.587031410980207,3.7654290608531786,3.4733742803381205
cerebras_0.111B,0.111,1921.0,3.4517,2.586725333158123,3.7651229830310946,3.4712515583175207
cerebras_0.111B,0.111,1935.0,3.4589,2.5864220974754057,3.7648197473483775,3.4691485278643537
cerebras_0.111B,0.111,1950.0,3.4629,2.5861003030056624,3.764497952878634,3.4669167655562956
cerebras_0.111B,0.111,1964.0,3.4425,2.58580280739183,3.764200457264802,3.4648535053328136
cerebras_0.111B,0.111,1978.0,3.4873,2.585508014018311,3.7639056638912827,3.4628089679188103
cerebras_0.111B,0.111,1993.0,3.4783,2.5851951133336515,3.7635927632066233,3.4606388273035495
cerebras_0.111B,0.111,2007.0,3.471,2.5849057804891435,3.7633034303621153,3.458632124364748
cerebras_0.111B,0.111,2021.0,3.4516,2.5846190196826493,3.763016669555621,3.4566432425995934
cerebras_0.111B,0.111,2036.0,3.4533,2.584314584204218,3.7627122340771897,3.4545317558187385
cerebras_0.111B,0.111,2050.0,3.4291,2.58403302356101,3.7624306734339816,3.4525789055019276
cerebras_0.111B,0.111,2050.0,3.449,2.58403302356101,3.7624306734339816,3.4525789055019276
cerebras_0.111B,0.111,2050.0,3.4599,2.58403302356101,3.7624306734339816,3.4525789055019276
cerebras_0.111B,0.111,2050.0,3.4553,2.58403302356101,3.7624306734339816,3.4525789055019276
cerebras_0.111B,0.111,2050.0,3.4559,2.58403302356101,3.7624306734339816,3.4525789055019276
cerebras_0.256B,0.256,14.0,6.3352,2.8449312739432093,4.023328923816181,6.3470360506170955
cerebras_0.256B,0.256,29.0,5.5767,2.73565140691413,3.9140490567871016,5.593508618799129
cerebras_0.256B,0.256,43.0,5.2522,2.685198939739064,3.863596589612036,5.2453688921620305
cerebras_0.256B,0.256,57.0,4.9889,2.6523661095222417,3.8307637593952135,5.0187137227065275
cerebras_0.256B,0.256,72.0,4.8609,2.62704948206849,3.805447131941462,4.843888246163312
cerebras_0.256B,0.256,86.0,4.7174,2.6088733526566448,3.7872710025296166,4.7183392425320525
cerebras_0.256B,0.256,100.0,4.6157,2.594138801805216,3.772536451678188,4.616541325068534
cerebras_0.256B,0.256,115.0,4.5286,2.581029419348875,3.759427069221847,4.525954739420598
cerebras_0.256B,0.256,129.0,4.4388,2.5706315623537472,3.749029212226719,4.454093392450105
cerebras_0.256B,0.256,143.0,4.3626,2.561586417128988,3.7399840670019597,4.391572264970388
cerebras_0.256B,0.256,158.0,4.3339,2.5530745654512073,3.731472215324179,4.332729797186521
cerebras_0.256B,0.256,172.0,4.2775,2.5460149515295556,3.7244126014025274,4.283920965368544
cerebras_0.256B,0.256,186.0,4.2283,2.5396550686603425,3.7180527185333143,4.239945413379808
cerebras_0.256B,0.256,201.0,4.209,2.53348763052192,3.711885280394892,4.1972963321394285
cerebras_0.256B,0.256,215.0,4.1641,2.5282408605175113,3.706638510390483,4.161010538528665
cerebras_0.256B,0.256,229.0,4.1461,2.5234141605618863,3.701811810434858,4.127627132504233
cerebras_0.256B,0.256,244.0,4.0865,2.5186449971297695,3.6970426470027413,4.094639038921937
cerebras_0.256B,0.256,258.0,4.0612,2.5145206927028028,3.6929183425757746,4.066109259668873
cerebras_0.256B,0.256,272.0,4.0367,2.5106733577085563,3.689071007581528,4.039493585512634
cerebras_0.256B,0.256,287.0,4.0105,2.5068228985581094,3.685220548431081,4.01285450833057
cerebras_0.256B,0.256,301.0,3.9922,2.5034546842522127,3.6818523341251845,3.9895503115071325
cerebras_0.256B,0.256,315.0,3.9872,2.5002812646485864,3.678678914521558,3.9675925818183018
cerebras_0.256B,0.256,330.0,3.9532,2.4970755747072713,3.675473224580243,3.9454102778685964
cerebras_0.256B,0.256,344.0,3.9191,2.4942475332457317,3.6726451831187035,3.925840087630057
cerebras_0.256B,0.256,358.0,3.9095,2.491563111639759,3.6699607615127308,3.9072627994463436
cerebras_0.256B,0.256,373.0,3.8888,2.488832153353932,3.667229803226904,3.8883624934388163
cerebras_0.256B,0.256,387.0,3.8797,2.4864071832896686,3.6648048331626404,3.8715790334148776
cerebras_0.256B,0.256,401.0,3.8418,2.4840919846731877,3.6624896345461595,3.855554580690775
cerebras_0.256B,0.256,416.0,3.8636,2.4817235338445,3.6601211837174716,3.839160799884986
cerebras_0.256B,0.256,430.0,3.8376,2.4796095725668574,3.6580072224398292,3.8245278826892166
cerebras_0.256B,0.256,444.0,3.7951,2.477581927455293,3.6559795773282646,3.810491872265735
cerebras_0.256B,0.256,459.0,3.7779,2.4754983353528304,3.653895985225802,3.7960679849034595
cerebras_0.256B,0.256,473.0,3.7783,2.473630812328389,3.652028462201361,3.7831393424759305
cerebras_0.256B,0.256,487.0,3.7533,2.4718327380564302,3.650230387929402,3.7706910205151045
cerebras_0.256B,0.256,502.0,3.7502,2.469978226037692,3.6483758759106637,3.7578514900566007
cerebras_0.256B,0.256,516.0,3.751,2.4683102449757492,3.646707894848721,3.7463029667061605
cerebras_0.256B,0.256,530.0,3.7451,2.4666992103194123,3.645096860192384,3.7351483385488766
cerebras_0.256B,0.256,545.0,3.7255,2.465032468281809,3.643430118154781,3.723607600444443
cerebras_0.256B,0.256,559.0,3.7042,2.463528981140231,3.641926631013203,3.713196910463016
cerebras_0.256B,0.256,573.0,3.6973,2.462072937539616,3.640470587412588,3.7031144180450024
cerebras_0.256B,0.256,588.0,3.6983,2.460562585913534,3.638960235786506,3.692655531549703
cerebras_0.256B,0.256,602.0,3.6804,2.4591967664601917,3.6375944163331635,3.683197207124657
cerebras_0.256B,0.256,616.0,3.6897,2.457871012514365,3.636268662387337,3.6740160675823272
cerebras_0.256B,0.256,631.0,3.6772,2.4564927001504833,3.634890350023455,3.664470666026212
cerebras_0.256B,0.256,645.0,3.6611,2.4552435953492764,3.633641245222248,3.655819830888807
cerebras_0.256B,0.256,659.0,3.6571,2.45402872266756,3.632426372540532,3.647405844180996
cerebras_0.256B,0.256,674.0,3.622,2.452763204072344,3.6311608539453157,3.6386408499081773
cerebras_0.256B,0.256,688.0,3.6474,2.4516141612903404,3.630011811163312,3.6306823520044333
cerebras_0.256B,0.256,702.0,3.6151,2.450494665354878,3.6288923152278496,3.6229283022765584
cerebras_0.256B,0.256,717.0,3.6191,2.449326487821405,3.627724137694377,3.6148368547321192
cerebras_0.256B,0.256,731.0,3.6045,2.4482640710031105,3.6266617208760823,3.6074777767759545
cerebras_0.256B,0.256,745.0,3.6023,2.447227385781924,3.625625035654896,3.6002967611622325
cerebras_0.256B,0.256,760.0,3.5921,2.446143969368388,3.6245416192413598,3.592791859008008
cerebras_0.256B,0.256,774.0,3.5851,2.4451571934325917,3.6235548433055635,3.585956227571427
cerebras_0.256B,0.256,788.0,3.5854,2.4441930044017757,3.6225906542747475,3.5792769085231626
cerebras_0.256B,0.256,803.0,3.5539,2.443183982446717,3.621581632319689,3.5722868518487645
cerebras_0.256B,0.256,817.0,3.5631,2.442263760635133,3.620661410508105,3.5659118178140248
cerebras_0.256B,0.256,831.0,3.5356,2.441363505662295,3.619761155535267,3.559674973463155
cerebras_0.256B,0.256,846.0,3.5695,2.440420242552688,3.61881789242566,3.5531400307646512
cerebras_0.256B,0.256,860.0,3.5519,2.4395589798078627,3.6179566296808345,3.5471730588234207
cerebras_0.256B,0.256,874.0,3.5381,2.43871547980538,3.617113129678352,3.541329030063375
cerebras_0.256B,0.256,889.0,3.5355,2.4378307120799816,3.6162283619529534,3.5351989574968146
cerebras_0.256B,0.256,903.0,3.5182,2.437022000747381,3.615419650620353,3.5295957227496757
cerebras_0.256B,0.256,917.0,3.5273,2.4362291818499076,3.6146268317228794,3.5241024927990834
cerebras_0.256B,0.256,932.0,3.5062,2.435396746853906,3.613794396726878,3.518334658475516
cerebras_0.256B,0.256,946.0,3.5165,2.4346351354762557,3.6130327853492274,3.513057448162063
cerebras_0.256B,0.256,960.0,3.5163,2.4338878169773457,3.6122854668503175,3.5078791765905373
cerebras_0.256B,0.256,975.0,3.5221,2.4331024447879903,3.611500094660962,3.5024371221470485
cerebras_0.256B,0.256,989.0,3.5056,2.4323832600191846,3.6107809098921564,3.4974536045018647
cerebras_0.256B,0.256,1003.0,3.4931,2.4316769903490987,3.6100746402220705,3.492559493290049
cerebras_0.256B,0.256,1018.0,3.4933,2.430934142167489,3.609331792040461,3.487411816616011
cerebras_0.256B,0.256,1032.0,3.4711,2.4302533498960837,3.6086509997690555,3.4826940807308633
cerebras_0.256B,0.256,1047.0,3.4659,2.4295369264223314,3.6079345762953032,3.4777293407189473
cerebras_0.256B,0.256,1061.0,3.4839,2.428880019397329,3.607277669270301,3.4731769638908814
cerebras_0.256B,0.256,1075.0,3.4539,2.428234115223009,3.606631765095981,3.468700762468786
cerebras_0.256B,0.256,1090.0,3.4381,2.427553916978388,3.6059515668513598,3.4639868184014437
cerebras_0.256B,0.256,1104.0,3.4586,2.426929789037027,3.605327438909999,3.4596613829187524
cerebras_0.256B,0.256,1118.0,3.4478,2.4263157110051714,3.604713360878143,3.4554055288876757
cerebras_0.256B,0.256,1133.0,3.4434,2.425668599396858,3.6040662492698297,3.4509206630277722
cerebras_0.256B,0.256,1147.0,3.4474,2.425074446470256,3.6034720963432276,3.4468027655910944
cerebras_0.256B,0.256,1161.0,3.4489,2.4244895048839594,3.602887154756931,3.442748646772352
cerebras_0.256B,0.256,1176.0,3.454,2.4238727181873125,3.6022703680602843,3.438473748210157
cerebras_0.256B,0.256,1190.0,3.416,2.423306068798688,3.6017037186716596,3.434546286124374
cerebras_0.256B,0.256,1204.0,3.4221,2.4227478892754473,3.601145539148419,3.4306774714646893
cerebras_0.256B,0.256,1219.0,3.4291,2.422158985671324,3.600556635544296,3.426595642209511
cerebras_0.256B,0.256,1233.0,3.4248,2.421617651257514,3.600015301130486,3.4228434698415295
cerebras_0.256B,0.256,1247.0,3.4275,2.421084128160547,3.599481778033519,3.4191453873710516
cerebras_0.256B,0.256,1262.0,3.4211,2.420520939031536,3.5989185889045077,3.415241619369974
cerebras_0.256B,0.256,1276.0,3.4238,2.420002973109741,3.598400622982713,3.411651265760722
cerebras_0.256B,0.256,1290.0,3.4016,2.419492231180796,3.5978898810537676,3.4081109372554943
cerebras_0.256B,0.256,1305.0,3.405,2.418952822541337,3.5973504724143086,3.404371845650026
cerebras_0.256B,0.256,1319.0,3.4141,2.4184564869090623,3.596854136782034,3.4009312807549152
cerebras_0.256B,0.256,1333.0,3.3994,2.4179668494402233,3.596364499313195,3.397537101611489
cerebras_0.256B,0.256,1348.0,3.3995,2.4174494898695604,3.5958471397425322,3.3939507029569698
cerebras_0.256B,0.256,1362.0,3.3695,2.4169732264424475,3.5953708763154193,3.3906491428692247
cerebras_0.256B,0.256,1376.0,3.3874,2.4165031887028836,3.5949008385758554,3.3873906983147615
cerebras_0.256B,0.256,1391.0,3.3943,2.416006322517195,3.594403972390167,3.3839462250268273
cerebras_0.256B,0.256,1405.0,3.3771,2.415548729720503,3.5939463795934747,3.3807739686880978
cerebras_0.256B,0.256,1419.0,3.3765,2.4150969366375294,3.5934945865105012,3.3776418794083556
cerebras_0.256B,0.256,1434.0,3.3878,2.414619161313709,3.593016811186681,3.374329623609248
cerebras_0.256B,0.256,1448.0,3.3819,2.4141789741777284,3.5925766240507,3.3712779151330166
cerebras_0.256B,0.256,1462.0,3.3554,2.4137442014859327,3.5921418513589045,3.368263706882412
cerebras_0.256B,0.256,1477.0,3.3631,2.4132842485589725,3.5916818984319443,3.3650748882679755
cerebras_0.256B,0.256,1491.0,3.3544,2.4128603218471607,3.5912579717201325,3.362135800235158
cerebras_0.256B,0.256,1505.0,3.3525,2.4124414600829738,3.5908391099559456,3.3592317931241844
cerebras_0.256B,0.256,1520.0,3.3526,2.411998178899278,3.59039582877225,3.3561584465810315
cerebras_0.256B,0.256,1534.0,3.361,2.411589472734947,3.5899871226079187,3.353324780614505
cerebras_0.256B,0.256,1548.0,3.3674,2.411185513580008,3.58958316345298,3.3505239946406347
cerebras_0.256B,0.256,1563.0,3.3355,2.4107578574127917,3.5891555072857635,3.347558874198871
cerebras_0.256B,0.256,1577.0,3.3305,2.410363424976272,3.588761074849244,3.3448240758570833
cerebras_0.256B,0.256,1591.0,3.3512,2.409973449550718,3.5883710994236897,3.342120149921162
cerebras_0.256B,0.256,1606.0,3.3308,2.4095604636799717,3.5879581135529435,3.339256646294088
cerebras_0.256B,0.256,1620.0,3.3283,2.4091794406309432,3.587577090503915,3.336614731896048
cerebras_0.256B,0.256,1634.0,3.3361,2.4088026094141934,3.5872002592871652,3.3340018540747605
cerebras_0.256B,0.256,1649.0,3.3048,2.4084034208492344,3.586801070722206,3.3312339235591004
cerebras_0.256B,0.256,1663.0,3.3424,2.408035016193933,3.5864326660669046,3.328679417002663
cerebras_0.256B,0.256,1677.0,3.3341,2.407670560310774,3.586068210183746,3.3261522642639454
cerebras_0.256B,0.256,1692.0,3.322,2.4072843688930137,3.5856820187659855,3.323474367186341
cerebras_0.256B,0.256,1706.0,3.3125,2.4069278570674992,3.585325506940471,3.321002245177442
cerebras_0.256B,0.256,1720.0,3.3037,2.4065750707250007,3.5849727205979725,3.3185559310558266
cerebras_0.256B,0.256,1735.0,3.3082,2.4062011413959334,3.5845987912689052,3.3159629782788693
cerebras_0.256B,0.256,1749.0,3.3115,2.405855855377567,3.5842535052505387,3.3135686226726913
cerebras_0.256B,0.256,1763.0,3.3132,2.4055140892764717,3.5839117391494435,3.3111986516849674
cerebras_0.256B,0.256,1778.0,3.2992,2.4051517453337814,3.583549395206753,3.30868595794798
cerebras_0.256B,0.256,1792.0,3.3009,2.404817070625888,3.5832147204988596,3.306365114129994
cerebras_0.256B,0.256,1806.0,3.3012,2.404485726200699,3.5828833760736707,3.3040673419230493
cerebras_0.256B,0.256,1821.0,3.2955,2.4041343433958327,3.5825319932688044,3.3016305850034833
cerebras_0.256B,0.256,1835.0,3.3021,2.4038097127569964,3.582207362629968,3.2993793254212864
cerebras_0.256B,0.256,1849.0,3.2739,2.4034882371236717,3.5818858869966435,3.2971499238147155
cerebras_0.256B,0.256,1864.0,3.2907,2.403147238478893,3.581544888351865,3.294785108666453
cerebras_0.256B,0.256,1878.0,3.307,2.4028321272897575,3.5812297771627293,3.2925998007715425
cerebras_0.256B,0.256,1892.0,3.2841,2.4025200087999705,3.5809176586729423,3.29043522699621
cerebras_0.256B,0.256,1907.0,3.295,2.4021888600429326,3.5805865099159044,3.2881386541596314
cerebras_0.256B,0.256,1921.0,3.2658,2.4018827822208486,3.5802804320938204,3.2860159321390316
cerebras_0.256B,0.256,1935.0,3.284,2.4015795465381315,3.5799771964111033,3.2839129016858646
cerebras_0.256B,0.256,1950.0,3.2939,2.401257752068388,3.57965540194136,3.2816811393778065
