domain,indicator,dimension,rho_with_loo_consensus,trust,w_base,w_adapted
arxiv,modernbert_readability,D2语言规范,0.3117627686318836,0.6558813843159418,0.0479350748996771,0.05484659688139487
arxiv,modernbert_cleanliness,D2语言规范,0.15290671706223397,0.576453358531117,0.05178389452780364,0.05207506899214643
arxiv,ad_en,D2语言规范,-0.150503331280267,0.4247483343598665,0.04382631882584098,0.03247413927872815
arxiv,dsir_books,D3参考域相似,0.4140602891967124,0.7070301445983562,0.041016551260437975,0.05059039178007417
arxiv,dsir_wiki,D3参考域相似,0.41112405635739435,0.7055620281786972,0.04081094504660123,0.050232272083298286
arxiv,dsir_math,D3参考域相似,0.47823319176951257,0.7391165958847563,0.039568592248633634,0.05101930333614941
arxiv,rps_doc_word_count,D4统计启发式,0.08108539878783413,0.5405426993939171,0.04108230734687401,0.038739659944488844
arxiv,rps_doc_num_sentences,D4统计启发式,0.05530892849707946,0.5276544642485397,0.03458911613098821,0.031839046414704954
arxiv,rps_doc_unigram_entropy,D4统计启发式,0.10526085465254419,0.5526304273262721,0.04811141132599499,0.046382468761212436
arxiv,rps_doc_frac_unique_words,D4统计启发式,-0.11019400163882175,0.4449029991805891,0.04432226251394857,0.03439998283232816
arxiv,rps_doc_frac_no_alph_words,D4统计启发式,0.35533356690722595,0.677666783453613,0.03809107095377643,0.04503087156976634
arxiv,rps_doc_frac_chars_top_2gram,D4统计启发式,0.0077851783418246955,0.5038925891709124,0.03981398942754595,0.03499811377746097
arxiv,rps_doc_frac_chars_top_3gram,D4统计启发式,0.21963526808844713,0.6098176340442236,0.04093285203527506,0.043545467251956876
arxiv,rps_lines_uppercase_letter_fraction,D4统计启发式,-0.31001411580847604,0.344992942095762,0.05024850514900862,0.03024156954754195
arxiv,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,0.028483525718695564,0.5142417628593478,0.06449787859186107,0.05786070820720013
arxiv,rps_lines_numerical_chars_fraction,D4统计启发式,0.16251739015347763,0.5812586950767388,0.04425384617782965,0.044873656096775384
arxiv,rps_doc_mean_word_length,D4统计启发式,0.06109870824478739,0.5305493541223937,0.03520261521703959,0.032581546127063474
c4,fineweb_edu,D1语义价值,0.6198197979397688,0.8099098989698844,0.04354301090133761,0.05052138462032614
c4,qurater,D1语义价值,0.7221351786989129,0.8610675893494564,0.04459028989978848,0.05500442383116492
c4,modernbert_reasoning,D1语义价值,0.7350329026786816,0.8675164513393407,0.05826662502647861,0.0724131873492438
c4,modernbert_professionalism,D1语义价值,0.5554620523931221,0.7777310261965611,0.055648487701439285,0.06200159650424549
c4,fluency_en,D2语言规范,0.4189988934554454,0.7094994467277227,0.05186435479181916,0.05271583887694408
c4,modernbert_readability,D2语言规范,0.4594797571960726,0.7297398785980362,0.0479350748996771,0.050111981033939094
c4,modernbert_cleanliness,D2语言规范,0.6041829210178089,0.8020914605089045,0.05178389452780364,0.05950297547329042
c4,ad_en,D2语言规范,0.14076609252627847,0.5703830462631392,0.04382631882584098,0.03581143165341615
c4,dsir_books,D3参考域相似,0.6778054161580541,0.838902708079027,0.041016551260437975,0.04929363205122731
c4,dsir_wiki,D3参考域相似,0.7042419241304192,0.8521209620652096,0.04081094504660123,0.049819341405913896
c4,dsir_math,D3参考域相似,0.6770334917063349,0.8385167458531675,0.039568592248633634,0.04753159860638704
c4,rps_doc_word_count,D4统计启发式,0.26664760462886694,0.6333238023144334,0.04108230734687401,0.037273546686298
c4,rps_doc_num_sentences,D4统计启发式,0.010680843469690062,0.5053404217348451,0.03458911613098821,0.025040533887568918
c4,rps_doc_unigram_entropy,D4统计启发式,0.6104353667233272,0.8052176833616635,0.04811141132599499,0.05549853025686408
c4,rps_doc_frac_unique_words,D4统计启发式,0.11466200059659218,0.5573310002982961,0.04432226251394857,0.03538793356987724
c4,rps_doc_frac_no_alph_words,D4统计启发式,0.29264610284362635,0.6463230514218132,0.03809107095377643,0.03526898083594644
c4,rps_doc_frac_chars_top_2gram,D4统计启发式,0.35776295112489737,0.6788814755624487,0.03981398942754595,0.03872128278158122
c4,rps_doc_frac_chars_top_3gram,D4统计启发式,0.11073022870766222,0.5553651143538311,0.04093285203527506,0.03256646972152232
c4,rps_lines_uppercase_letter_fraction,D4统计启发式,0.3161471737344878,0.6580735868672439,0.05024850514900862,0.04737156008023011
c4,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,0.0,0.5,0.06449787859186107,0.046199312846358684
c4,rps_lines_numerical_chars_fraction,D4统计启发式,0.1207896892221106,0.5603948446110553,0.04425384617782965,0.035527547972565895
c4,rps_doc_mean_word_length,D4统计启发式,0.04765189201351117,0.5238259460067556,0.03520261521703959,0.02641690995508876
stackexchange,fineweb_edu,D1语义价值,0.22371431785335386,0.6118571589266769,0.04354301090133761,0.041172800979279174
stackexchange,qurater,D1语义价值,0.5994714000638076,0.7997357000319039,0.04459028989978848,0.05510978162518543
stackexchange,modernbert_reasoning,D1语义价值,0.5195860837918608,0.7597930418959304,0.05826662502647861,0.06841590658290515
stackexchange,modernbert_professionalism,D1语义价值,0.23124512789645127,0.6156225639482257,0.055648487701439285,0.05294315359341085
stackexchange,fluency_en,D2语言规范,0.436247287963174,0.718123643981587,0.05186435479181916,0.05755858600612027
stackexchange,modernbert_readability,D2语言规范,0.4713148714918117,0.7356574357459058,0.0479350748996771,0.054496793552357974
stackexchange,modernbert_cleanliness,D2语言规范,0.520370926837213,0.7601854634186065,0.05178389452780364,0.06083537381527697
stackexchange,ad_en,D2语言规范,0.12586398215582942,0.5629319910779147,0.04382631882584098,0.03812701759276448
stackexchange,dsir_books,D3参考域相似,0.6001999758927977,0.8000999879463988,0.041016551260437975,0.050716037723381596
stackexchange,dsir_wiki,D3参考域相似,0.6084406119700841,0.8042203059850421,0.04081094504660123,0.05072167619605025
stackexchange,dsir_math,D3参考域相似,0.6675446280415956,0.8337723140207978,0.039568592248633634,0.050984713169525055
stackexchange,rps_doc_word_count,D4统计启发式,0.11983830877917041,0.5599191543895852,0.04108230734687401,0.035548564082952754
stackexchange,rps_doc_num_sentences,D4统计启发式,0.08302936885535095,0.5415146844276755,0.03458911613098821,0.028946203663985478
stackexchange,rps_doc_unigram_entropy,D4统计启发式,0.4096481895539292,0.7048240947769646,0.04811141132599499,0.05240476165995144
stackexchange,rps_doc_frac_unique_words,D4统计启发式,-0.06906309143470359,0.4654684542826482,0.04432226251394857,0.03188262609311806
stackexchange,rps_doc_frac_no_alph_words,D4统计启发式,0.22361783823964962,0.6118089191198248,0.03809107095377643,0.03601479094881937
stackexchange,rps_doc_frac_chars_top_2gram,D4统计启发式,0.28490180661924,0.64245090330962,0.03981398942754595,0.03952915692549261
stackexchange,rps_doc_frac_chars_top_3gram,D4统计启发式,0.2483816601436446,0.6241908300718223,0.04093285203527506,0.03948492348359068
stackexchange,rps_lines_uppercase_letter_fraction,D4统计启发式,-0.15495955041706752,0.4225202247914662,0.05024850514900862,0.03281047815652998
stackexchange,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,0.13056176640508615,0.5652808832025431,0.06449787859186107,0.05634451436462133
stackexchange,rps_lines_numerical_chars_fraction,D4统计启发式,0.028296418952808326,0.5141482094764042,0.04425384617782965,0.03516262269898903
stackexchange,rps_doc_mean_word_length,D4统计启发式,0.13192078148531927,0.5659603907426596,0.03520261521703959,0.0307895170856921
wikipedia,fineweb_edu,D1语义价值,0.6179619254948255,0.8089809627474127,0.04354301090133761,0.048788758194170626
wikipedia,qurater,D1语义价值,0.7463808994622793,0.8731904497311396,0.04459028989978848,0.053927747325951216
wikipedia,modernbert_reasoning,D1语义价值,0.7307152167776361,0.865357608388818,0.05826662502647861,0.06983586004396833
wikipedia,modernbert_professionalism,D1语义价值,0.6046725707225398,0.8023362853612699,0.055648487701439285,0.06184047350188069
wikipedia,fluency_en,D2语言规范,0.25404479785649814,0.6270223989282491,0.05186435479181916,0.04504172773785561
wikipedia,modernbert_readability,D2语言规范,0.6155520731763371,0.8077760365881685,0.0479350748996771,0.05362994874401919
wikipedia,modernbert_cleanliness,D2语言规范,0.7400926303834298,0.8700463151917148,0.05178389452780364,0.06240222682909084
wikipedia,ad_en,D2语言规范,-0.13454839546643677,0.4327258022667816,0.04382631882584098,0.026267019220459095
wikipedia,dsir_books,D3参考域相似,0.8757349272599765,0.9378674636299882,0.041016551260437975,0.05327992653186238
wikipedia,dsir_wiki,D3参考域相似,0.8651376203479717,0.9325688101739859,0.04081094504660123,0.05271334117822227
wikipedia,dsir_math,D3参考域相似,0.8739208970938307,0.9369604485469154,0.039568592248633634,0.05134933981417056
wikipedia,rps_doc_word_count,D4统计启发式,0.49638905233001634,0.7481945261650081,0.04108230734687401,0.04257281427791336
wikipedia,rps_doc_num_sentences,D4统计启发式,0.38983458470088633,0.6949172923504432,0.03458911613098821,0.0332916706514044
wikipedia,rps_doc_unigram_entropy,D4统计启发式,0.7937463116043867,0.8968731558021934,0.04811141132599499,0.0597643401140959
wikipedia,rps_doc_frac_unique_words,D4统计启发式,0.4164266644877151,0.7082133322438575,0.04432226251394857,0.04347594454735241
wikipedia,rps_doc_frac_no_alph_words,D4统计启发式,0.20020522659527365,0.6001026132976368,0.03809107095377643,0.03166005810723824
wikipedia,rps_doc_frac_chars_top_2gram,D4统计启发式,0.4579351829376951,0.7289675914688476,0.03981398942754595,0.0401982293690082
wikipedia,rps_doc_frac_chars_top_3gram,D4统计启发式,0.10001793106726739,0.5500089655336337,0.04093285203527506,0.031182058411371606
wikipedia,rps_lines_uppercase_letter_fraction,D4统计启发式,-0.16675949429197143,0.4166202528540143,0.05024850514900862,0.02899522818319435
wikipedia,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,0.26267906038610084,0.6313395301930504,0.06449787859186107,0.05639900205586115
wikipedia,rps_lines_numerical_chars_fraction,D4统计启发式,-0.08349162090998415,0.4582541895450079,0.04425384617782965,0.028087977748643102
wikipedia,rps_doc_mean_word_length,D4统计启发式,0.03764593995085444,0.5188229699754272,0.03520261521703959,0.025296307412266423
commoncrawl,fineweb_edu,D1语义价值,0.3381015959429432,0.6690507979714716,0.04354301090133761,0.04184802669551336
commoncrawl,qurater,D1语义价值,0.5077047422347545,0.7538523711173772,0.04459028989978848,0.0482863119602409
commoncrawl,modernbert_reasoning,D1语义价值,0.6820664984502008,0.8410332492251005,0.05826662502647861,0.07039316032937307
commoncrawl,modernbert_professionalism,D1语义价值,0.5134124358739445,0.7567062179369722,0.055648487701439285,0.06048923665070014
commoncrawl,fluency_en,D2语言规范,0.21714833592191296,0.6085741679609564,0.05186435479181916,0.04533983426963974
commoncrawl,modernbert_readability,D2语言规范,0.42571631553193096,0.7128581577659655,0.0479350748996771,0.049085584748626315
commoncrawl,modernbert_cleanliness,D2语言规范,0.48712407228642945,0.7435620361432147,0.05178389452780364,0.05531072514429028
commoncrawl,ad_en,D2语言规范,-0.011107112284983418,0.4944464438575083,0.04382631882584098,0.031128033582103413
commoncrawl,dsir_books,D3参考域相似,0.6965858960747945,0.8482929480373973,0.041016551260437975,0.04998071134207738
commoncrawl,dsir_wiki,D3参考域相似,0.6936127499541113,0.8468063749770556,0.04081094504660123,0.04964302134032325
commoncrawl,dsir_math,D3参考域相似,0.6898831321905846,0.8449415660952924,0.039568592248633634,0.048025811239786415
commoncrawl,rps_doc_word_count,D4统计启发式,0.03448758741950501,0.5172437937097525,0.04108230734687401,0.030524429131722066
commoncrawl,rps_doc_num_sentences,D4统计启发式,0.09234133636170881,0.5461706681808544,0.03458911613098821,0.027137214793561352
commoncrawl,rps_doc_unigram_entropy,D4统计启发式,0.5566776087966224,0.7783388043983113,0.04811141132599499,0.05379156932465624
commoncrawl,rps_doc_frac_unique_words,D4统计启发式,0.04804117344172173,0.5240205867208608,0.04432226251394857,0.03336320050920233
commoncrawl,rps_doc_frac_no_alph_words,D4统计启发式,0.3089950780133724,0.6544975390066862,0.03809107095377643,0.03581200496167454
commoncrawl,rps_doc_frac_chars_top_2gram,D4统计启发式,0.49724510025738206,0.7486225501286911,0.03981398942754595,0.04281500868643606
commoncrawl,rps_doc_frac_chars_top_3gram,D4统计启发式,0.5452418585849885,0.7726209292924943,0.04093285203527506,0.045429285754854
commoncrawl,rps_lines_uppercase_letter_fraction,D4统计启发式,0.4068280067423194,0.7034140033711597,0.05024850514900862,0.05077285573090648
commoncrawl,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,0.3734518476384347,0.6867259238192174,0.06449787859186107,0.06362478203058487
commoncrawl,rps_lines_numerical_chars_fraction,D4统计启发式,0.2992649783734607,0.6496324891867303,0.04425384617782965,0.04129678030781721
commoncrawl,rps_doc_mean_word_length,D4统计启发式,0.02446666195026328,0.5122333309751317,0.03520261521703959,0.02590241146591066
book,fineweb_edu,D1语义价值,0.342609259125927,0.6713046295629634,0.04354301090133761,0.04671045797557993
book,qurater,D1语义价值,0.5328488569185548,0.7664244284592774,0.04459028989978848,0.05461169567717028
book,modernbert_reasoning,D1语义价值,0.5183694530443756,0.7591847265221878,0.05826662502647861,0.07068761883304286
book,modernbert_professionalism,D1语义价值,0.49392084863321095,0.7469604243166055,0.055648487701439285,0.06642429992422777
book,fluency_en,D2语言规范,0.334312525499796,0.667156262749898,0.05186435479181916,0.05529330807825876
book,modernbert_readability,D2语言规范,0.4899176806585548,0.7449588403292774,0.0479350748996771,0.057063934883745074
book,modernbert_cleanliness,D2语言规范,0.47176902584779323,0.7358845129238967,0.05178389452780364,0.06089482677820914
book,ad_en,D2语言规范,0.10575799812053993,0.5528789990602699,0.04382631882584098,0.038720514056286987
book,dsir_books,D3参考域相似,0.5498351611290625,0.7749175805645312,0.041016551260437975,0.05079145828249021
book,dsir_wiki,D3参考域相似,0.6223582269705862,0.811179113485293,0.04081094504660123,0.052901676860567216
book,dsir_math,D3参考域相似,0.5998557452332095,0.7999278726166048,0.039568592248633634,0.05057984054716875
book,rps_doc_word_count,D4统计启发式,-0.22203280089858443,0.38898359955070777,0.04108230734687401,0.02553654538851739
book,rps_doc_num_sentences,D4统计启发式,0.0,0.5,0.03458911613098821,0.02763665618384748
book,rps_doc_unigram_entropy,D4统计启发式,0.4386297662888906,0.7193148831444454,0.04811141132599499,0.05530229697741325
book,rps_doc_frac_unique_words,D4统计启发式,0.06880855885752026,0.5344042794287601,0.04432226251394857,0.03785017360690348
book,rps_doc_frac_no_alph_words,D4统计启发式,0.5172822617419061,0.7586411308709531,0.03809107095377643,0.046178050582030276
book,rps_doc_frac_chars_top_2gram,D4统计启发式,-0.11907504739962083,0.4404624763001896,0.03981398942754595,0.028023387991718003
book,rps_doc_frac_chars_top_3gram,D4统计启发式,0.24119327045383637,0.6205966352269182,0.04093285203527506,0.04059358888540251
book,rps_lines_uppercase_letter_fraction,D4统计启发式,-0.30547262027151656,0.3472636898642417,0.05024850514900862,0.02788422309926279
book,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,-0.0981184150526796,0.4509407924736602,0.06449787859186107,0.046477309668868115
book,rps_lines_numerical_chars_fraction,D4统计启发式,-0.103155974752202,0.448422012623899,0.04425384617782965,0.03171129461004265
book,rps_doc_mean_word_length,D4统计启发式,0.0,0.5,0.03520261521703959,0.028126841109247083
