ind_i,ind_j,dim_i,dim_j,conflict_rate_balanced,lift_vs_independence,spearman,rate_github,rate_arxiv
rps_lines_ending_with_terminal_punctution_mark,rps_lines_numerical_chars_fraction,D4统计启发式,D4统计启发式,0.15263698331159925,1.221095866492794,-0.11017478302000618,0.18206447053280458,0.12320949609085202
fluency_en,rps_doc_mean_word_length,D2语言规范,D4统计启发式,0.15102395840519425,1.208191667241554,0.32569650747702344,0.2916044995877341,0.01044341722307824
fluency_en,rps_doc_frac_unique_words,D2语言规范,D4统计启发式,0.1493216095303656,1.1945728762429249,-0.13277735925439357,0.16807196984569478,0.13057124921531701
fineweb_edu,rps_doc_frac_chars_top_3gram,D1语义价值,D4统计启发式,0.14932010407419852,1.1945608325935881,-0.13395071355507565,0.26331520672189723,0.03532500142669634
rps_doc_frac_unique_words,rps_lines_numerical_chars_fraction,D4统计启发式,D4统计启发式,0.14913200019161957,1.1930560015329565,-0.1248168891635939,0.1892643998586517,0.10899960052502425
modernbert_reasoning,rps_doc_frac_chars_top_3gram,D1语义价值,D4统计启发式,0.14771655709994738,1.181732456799579,-0.05594522977743081,0.2696955121912914,0.02573760200878845
fineweb_edu,rps_doc_mean_word_length,D1语义价值,D4统计启发式,0.14595232935334276,1.167618634826742,0.3661108199689034,0.2540686717185598,0.037835986988529365
rps_doc_unigram_entropy,rps_doc_mean_word_length,D4统计启发式,D4统计启发式,0.1459116657907766,1.1672933263262129,0.35440999237547816,0.28731497114138754,0.0045083604405638305
qurater,rps_doc_mean_word_length,D1语义价值,D4统计启发式,0.14486518914951205,1.1589215131960964,0.3789307889410686,0.2787162825395579,0.011014095759858471
rps_doc_frac_chars_top_3gram,rps_lines_uppercase_letter_fraction,D4统计启发式,D4统计启发式,0.14255834611054416,1.1404667688843533,-0.12758409108279145,0.24328595547528367,0.041830736745990985
modernbert_readability,rps_doc_frac_chars_top_3gram,D2语言规范,D4统计启发式,0.14049448930533204,1.1239559144426563,-0.058856889761942734,0.2557079194314657,0.025281059179364265
modernbert_professionalism,rps_doc_frac_unique_words,D1语义价值,D4统计启发式,0.14047273595321946,1.1237818876257557,-0.0643811516691539,0.13873238054104992,0.14221309136563373
dsir_wiki,rps_doc_word_count,D3参考域相似,D4统计启发式,0.13997371419114613,1.119789713529169,0.4692416827129209,0.2645961757430602,0.015351252639388233
dsir_books,rps_doc_word_count,D3参考域相似,D4统计启发式,0.1398939867707782,1.1191518941662255,0.4701595745510882,0.2642084494876124,0.015579524054100326
modernbert_reasoning,rps_doc_frac_unique_words,D1语义价值,D4统计启发式,0.1394194024140646,1.115355219312517,-0.0047466570665096785,0.1231006321410342,0.15573817268732523
modernbert_readability,rps_lines_uppercase_letter_fraction,D2语言规范,D4统计启发式,0.1388777353488333,1.1110218827906664,-0.005338029956729234,0.13753975421100162,0.14021571648690292
dsir_math,rps_doc_frac_chars_top_3gram,D3参考域相似,D4统计启发式,0.13851394556706692,1.1081115645365354,-0.019220267942436687,0.26139129922651066,0.015636591907778347
modernbert_reasoning,rps_doc_mean_word_length,D1语义价值,D4统计启发式,0.13830477103931846,1.1064381683145477,0.40351061317826,0.271359299540618,0.005250242538378132
qurater,rps_doc_frac_unique_words,D1语义价值,D4统计启发式,0.13821056029002152,1.1056844823201721,-0.04154139870757969,0.14419490360830814,0.13222621697197967
dsir_books,rps_doc_frac_chars_top_3gram,D3参考域相似,D4统计启发式,0.13705146586143002,1.0964117268914402,-0.02041660034418198,0.2550993364482312,0.019003595274781716
dsir_wiki,rps_doc_frac_chars_top_3gram,D3参考域相似,D4统计启发式,0.13686097033421418,1.0948877626737135,-0.01978365506884965,0.2547754132474773,0.01894652742110369
dsir_math,rps_doc_word_count,D3参考域相似,D4统计启发式,0.13655585021149633,1.0924468016919706,0.4871668182247559,0.269288154226707,0.0038235461964275523
rps_doc_frac_unique_words,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,D4统计启发式,0.13644149351712584,1.0915319481370067,-0.00683555237697593,0.1359201382072323,0.1369628488272556
modernbert_cleanliness,rps_doc_mean_word_length,D2语言规范,D4统计启发式,0.13556703142259663,1.084536251380773,0.4185373733360485,0.2688513486984177,0.002282714147120927
ad_en,rps_doc_frac_no_alph_words,D2语言规范,D4统计启发式,0.13511329756447285,1.0809063805157828,-0.012733841367494529,0.09337331658094154,0.1768532785481938
fineweb_edu,rps_doc_word_count,D1语义价值,D4统计启发式,0.13405712970642308,1.0724570376513847,0.5501736955195002,0.23221857944952687,0.035895679963476576
dsir_books,rps_lines_uppercase_letter_fraction,D3参考域相似,D4统计启发式,0.13284032588967598,1.0627226071174078,0.037549641619800254,0.10994247909222978,0.15573817268732523
dsir_wiki,rps_lines_uppercase_letter_fraction,D3参考域相似,D4统计启发式,0.13269582898174934,1.0615666318539947,0.03525119161386451,0.10982468883741019,0.15556696912629117
modernbert_cleanliness,rps_doc_frac_unique_words,D2语言规范,D4统计启发式,0.13163563882476975,1.053085110598158,-0.012826419065645467,0.14816541678118497,0.11510586086857273
rps_doc_frac_chars_top_3gram,rps_lines_numerical_chars_fraction,D4统计启发式,D4统计启发式,0.13116067439286108,1.0492853951428887,0.022426822551118025,0.2225450547724685,0.039776294013582146
rps_doc_frac_chars_top_2gram,rps_lines_uppercase_letter_fraction,D4统计启发式,D4统计启发式,0.12988207432966475,1.039056594637318,-0.04979446675702067,0.2048078055675527,0.05495634309193631
modernbert_readability,rps_doc_mean_word_length,D2语言规范,D4统计启发式,0.12985608413359231,1.0388486730687385,0.44959575192976486,0.2570870469983117,0.002625121269189066
fluency_en,rps_doc_frac_chars_top_3gram,D2语言规范,D4统计启发式,0.12937412234136886,1.0349929787309509,-0.03740626387501882,0.23015724999018414,0.02859099469268961
modernbert_reasoning,rps_doc_word_count,D1语义价值,D4统计启发式,0.12833582725942694,1.0266866180754155,0.5458560844239604,0.2542748046644941,0.002396849854476973
rps_doc_frac_unique_words,rps_doc_frac_no_alph_words,D4统计启发式,D4统计启发式,0.12724678345869306,1.0179742676695445,-0.0035403670236754557,0.15479602654207075,0.09969754037550647
qurater,rps_doc_frac_chars_top_3gram,D1语义价值,D4统计启发式,0.12677317799869062,1.014185423989525,0.010168079206878134,0.22803702540343163,0.025509330594076358
dsir_math,rps_lines_uppercase_letter_fraction,D3参考域相似,D4统计启发式,0.12375275683893061,0.9900220547114449,0.07350968616942961,0.1070615257764341,0.14044398790161502
rps_doc_frac_unique_words,rps_lines_uppercase_letter_fraction,D4统计启发式,D4统计启发式,0.1230950832394165,0.984760665915332,-0.0035321865427294114,0.135021987514233,0.11116817896478913
ad_en,rps_lines_ending_with_terminal_punctution_mark,D2语言规范,D4统计启发式,0.12307799021960655,0.9846239217568524,0.044953864498009796,0.08916231497114138,0.15699366546824173
fineweb_edu,rps_doc_frac_unique_words,D1语义价值,D4统计启发式,0.1226413547028225,0.98113083762258,0.03288150779953212,0.11864914209431073,0.1266335673115334
dsir_math,rps_doc_frac_unique_words,D3参考域相似,D4统计启发式,0.12074059804300051,0.9659247843440041,0.01076156875675615,0.11889944638580235,0.12258174970039377
modernbert_readability,rps_doc_frac_unique_words,D2语言规范,D4统计启发式,0.12053998837083531,0.9643199069666825,-0.0056959613138392534,0.14765990027091758,0.09342007647092393
dsir_books,rps_doc_frac_unique_words,D3参考域相似,D4统计启发式,0.11817891711859503,0.9454313369487602,0.020199974242881374,0.11685774863559621,0.11950008560178052
dsir_wiki,rps_doc_frac_unique_words,D3参考域相似,D4统计启发式,0.11769167334564647,0.9415333867651717,0.020106550477614945,0.1170246181632573,0.11835872852822005
qurater,rps_lines_uppercase_letter_fraction,D1语义价值,D4统计启发式,0.11630123553137983,0.9304098842510387,0.029879845123488694,0.11920864580470376,0.11339382525823204
rps_doc_word_count,rps_doc_num_sentences,D4统计启发式,D4统计启发式,0.1138488265004503,0.9107906120036025,0.45135887989641066,0.2255290745612313,0.0021685784397648803
rps_doc_frac_no_alph_words,rps_lines_numerical_chars_fraction,D4统计启发式,D4统计启发式,0.1136190282029605,0.908952225623684,0.08130480453803239,0.15384879657622993,0.0733892598299378
modernbert_professionalism,rps_doc_word_count,D1语义价值,D4统计启发式,0.11312736118968204,0.9050188895174563,0.5899486437145784,0.2240861439396914,0.0021685784397648803
modernbert_cleanliness,rps_lines_uppercase_letter_fraction,D2语言规范,D4统计启发式,0.11100664953530304,0.8880531962824243,-0.017243070710782234,0.13121834386901723,0.09079495520173486
fineweb_edu,rps_doc_frac_chars_top_2gram,D1语义价值,D4统计启发式,0.11002242903997989,0.8801794323198391,0.019673152179076968,0.18917114924025286,0.030873708839810533
modernbert_professionalism,rps_doc_frac_chars_top_2gram,D1语义价值,D4统计启发式,0.10984656094542297,0.8787724875633838,0.1134163732461767,0.20297224076328085,0.016720881127660788
modernbert_cleanliness,rps_doc_frac_chars_top_3gram,D2语言规范,D4统计启发式,0.10610054980499614,0.8488043984399691,0.07379172940703521,0.18252581569751464,0.02967528391257205
dsir_wiki,rps_doc_mean_word_length,D3参考域相似,D4统计启发式,0.10569562521776676,0.8455650017421341,0.5971999374659884,0.19780910126035572,0.013582149175369514
dsir_books,rps_doc_mean_word_length,D3参考域相似,D4统计启发式,0.1053778633241185,0.843022906592948,0.5985020215197718,0.19694530605834543,0.013810420590081607
rps_doc_unigram_entropy,rps_doc_frac_chars_top_2gram,D4统计启发式,D4统计启发式,0.10507635867707156,0.8406108694165725,0.16917608023928493,0.20142133574148965,0.008731381612737545
rps_doc_word_count,rps_doc_unigram_entropy,D4统计启发式,D4统计启发式,0.1049696537615236,0.8397572300921888,0.6927425872433504,0.20879795044956614,0.0011413570735604635
modernbert_professionalism,rps_doc_frac_no_alph_words,D1语义价值,D4统计启发式,0.10377156353568501,0.8301725082854801,0.06892751667277544,0.1104136401115081,0.09712948695999543
dsir_math,rps_doc_mean_word_length,D3参考域相似,D4统计启发式,0.10365694160095974,0.8292555328076779,0.6013277819631565,0.20480289764026857,0.0025109855618330196
rps_doc_frac_unique_words,rps_doc_frac_chars_top_2gram,D4统计启发式,D4统计启发式,0.10162072539190259,0.8129658031352207,0.20611696729331022,0.14006733676233854,0.06317411402157165
fineweb_edu,rps_lines_uppercase_letter_fraction,D1语义价值,D4统计启发式,0.1013622210554715,0.810897768443772,0.19485874544198079,0.08048509953276532,0.12223934257832562
modernbert_readability,rps_doc_frac_chars_top_2gram,D2语言规范,D4统计启发式,0.10088640740630965,0.8070912592504772,0.06144560403404896,0.18607915505123876,0.015693659761456372
modernbert_professionalism,rps_lines_ending_with_terminal_punctution_mark,D1语义价值,D4统计启发式,0.0986506258214766,0.7892050065718128,0.06590913727722378,0.10924555341788056,0.08805569822518976
rps_doc_unigram_entropy,rps_doc_frac_no_alph_words,D4统计启发式,D4统计启发式,0.09863975404693026,0.7891180323754421,0.05823420810676692,0.11835466645726177,0.07892484163670604
modernbert_reasoning,rps_doc_frac_chars_top_2gram,D1语义价值,D4统计启发式,0.09842212977871563,0.787377038229725,0.15701487459874447,0.18280556755271113,0.0140386920047937
fluency_en,rps_lines_uppercase_letter_fraction,D2语言规范,D4统计启发式,0.09651874200154369,0.7721499360123495,0.1433407153792906,0.0970493541167694,0.09598812988643497
rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_3gram,D4统计启发式,D4统计启发式,0.0963470107606246,0.7707760860849968,0.1799791541484395,0.16261926263300483,0.03007475888831821
rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_2gram,D4统计启发式,D4统计启发式,0.09606690067686438,0.768535205414915,0.16859448112925637,0.13597903333464212,0.0561547680191748
dsir_books,rps_doc_frac_chars_top_2gram,D3参考域相似,D4统计启发式,0.09387731335063974,0.751018506805118,0.14084194627052896,0.17171855981781775,0.016036066883524512
ad_en,rps_lines_uppercase_letter_fraction,D2语言规范,D4统计启发式,0.09359412471395215,0.7487529977116172,0.063805099885461,0.10272782598453022,0.08446042344347429
dsir_wiki,rps_doc_frac_chars_top_2gram,D3参考域相似,D4统计启发式,0.09353649935134738,0.748291994810779,0.14192329823292651,0.17120813538026622,0.01586486332249044
rps_doc_frac_chars_top_3gram,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,D4统计启发式,0.09292879779521457,0.7434303823617165,0.16160205483457776,0.1544132082139071,0.03144438737659077
ad_en,dsir_books,D2语言规范,D3参考域相似,0.09291742046744385,0.7433393637395508,0.13408737135249252,0.04852958498566885,0.13730525594932375
ad_en,dsir_wiki,D2语言规范,D3参考域相似,0.09281378010056601,0.7425102408045281,0.13703891836116625,0.04797989712984412,0.1376476630713919
dsir_math,rps_doc_frac_chars_top_2gram,D3参考域相似,D4统计启发式,0.09248460292768625,0.73987682342149,0.15261006753992534,0.17498233146177705,0.009986874393654055
modernbert_readability,ad_en,D2语言规范,D2语言规范,0.09115067461786525,0.729205396942922,0.19256151545759442,0.06263006007302996,0.11967128916281458
ad_en,rps_doc_frac_chars_top_3gram,D2语言规范,D4统计启发式,0.09069584002612276,0.725566720208982,0.09586049804985541,0.13539498998782834,0.04599669006448667
rps_doc_unigram_entropy,rps_doc_frac_unique_words,D4统计启发式,D4统计启发式,0.0906240710774503,0.7249925686196024,0.17466987752632362,0.0768139699242216,0.1044341722307824
modernbert_reasoning,rps_doc_frac_no_alph_words,D1语义价值,D4统计启发式,0.0904743312607393,0.7237946500859144,0.0939181902882008,0.11406513801091522,0.06688352451064315
fluency_en,rps_doc_frac_chars_top_2gram,D2语言规范,D4统计启发式,0.08951335795016808,0.7161068636013447,0.08136206836447551,0.1620204955043386,0.017006220396050903
modernbert_reasoning,rps_lines_uppercase_letter_fraction,D1语义价值,D4统计启发式,0.08917800938708868,0.7134240750967095,0.20182514002479685,0.09303957752561938,0.08531644124864464
qurater,rps_doc_frac_chars_top_2gram,D1语义价值,D4统计启发式,0.08628874413248744,0.6903099530598995,0.15681530456705167,0.15648435352781814,0.016093134737202534
ad_en,rps_doc_frac_chars_top_2gram,D2语言规范,D4统计启发式,0.08579414743131762,0.686353179450541,0.0962522281144289,0.10881365581687542,0.06277463904582549
fineweb_edu,ad_en,D1语义价值,D2语言规范,0.08502659373404248,0.6802127498723398,0.1533964675835469,0.05489025874592642,0.11516292872225076
ad_en,dsir_math,D2语言规范,D3参考域相似,0.08457805320961231,0.6766244256768985,0.17534649731302876,0.04406337115709294,0.12509273526222678
rps_doc_frac_unique_words,rps_doc_frac_chars_top_3gram,D4统计启发式,D4统计启发式,0.08246394217552165,0.6597115374041732,0.2245744814318543,0.13816306097608858,0.026764823374992867
rps_doc_frac_chars_top_2gram,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,D4统计启发式,0.08222260662188793,0.6577808529751035,0.1695766129541949,0.12643802269425578,0.03800719054956343
fineweb_edu,rps_doc_frac_no_alph_words,D1语义价值,D4统计启发式,0.08091305773996794,0.6473044619197436,0.08302933516658739,0.11896815736778044,0.0428579581121954
rps_doc_unigram_entropy,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,D4统计启发式,0.0805278725545527,0.6442229804364216,0.12387386872144932,0.09091935293886685,0.07013639217029048
ad_en,rps_doc_unigram_entropy,D2语言规范,D4统计启发式,0.08048386407834476,0.6438709126267581,0.09097909483006528,0.06555027680709882,0.09541745134965474
fluency_en,rps_lines_ending_with_terminal_punctution_mark,D2语言规范,D4统计启发式,0.07856938227930203,0.6285550582344163,0.1812297432624603,0.0810102477521693,0.0761285168064829
fineweb_edu,rps_lines_ending_with_terminal_punctution_mark,D1语义价值,D4统计启发式,0.07774818826703596,0.6219855061362877,0.17079216075885725,0.08233538811888963,0.0731609884152257
rps_doc_unigram_entropy,rps_lines_uppercase_letter_fraction,D4统计启发式,D4统计启发式,0.07768750255701079,0.6215000204560863,0.2870041089726266,0.07382504220817464,0.08154996290589511
modernbert_reasoning,rps_lines_ending_with_terminal_punctution_mark,D1语义价值,D4统计启发式,0.07651441844898542,0.6121153475918834,0.1914844225852795,0.08021025560485295,0.07281858129315756
modernbert_professionalism,rps_lines_uppercase_letter_fraction,D1语义价值,D4统计启发式,0.07173373694504251,0.5738698955603401,0.25845216286769745,0.08702736660253642,0.05644010728756491
modernbert_cleanliness,rps_doc_frac_chars_top_2gram,D2语言规范,D4统计启发式,0.07070150682100683,0.5656120545680546,0.16788891373553802,0.12502453963642074,0.01637847400559265
fluency_en,rps_doc_frac_no_alph_words,D2语言规范,D4统计启发式,0.06809071203327308,0.5447256962661846,0.1743043379187213,0.08870096980643134,0.047480454260115275
rps_doc_frac_chars_top_2gram,rps_doc_frac_chars_top_3gram,D4统计启发式,D4统计启发式,0.06147631148439336,0.49181049187514686,0.5629697468064342,0.11833012682084103,0.004622496147919877
qurater,ad_en,D1语义价值,D2语言规范,0.06110714225240537,0.48885713801924296,0.28447367673670026,0.039351760964309555,0.08286252354048965
modernbert_cleanliness,rps_lines_ending_with_terminal_punctution_mark,D2语言规范,D4统计启发式,0.06048500624210075,0.483880049936806,0.3943154468000928,0.041246220895991205,0.07972379158819837
modernbert_cleanliness,rps_doc_frac_no_alph_words,D2语言规范,D4统计启发式,0.06012843550793373,0.48102748406346985,0.3282647646108141,0.05228905728532726,0.0679678137305256
