point,domain_i,domain_j,p_i,p_j,first_order_i_minus_j,curvature_1M,relation,swap_tolerance_share_at_0.001B,swap_tolerance_share_at_1B,swap_tolerance_share_at_70B,swap_tolerance_share_at_1000B
p*,arxiv,enron_emails,0.0834351287582568,0.0015731864056306,-0.20314715855669174,-366.8994581587704,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,arxiv,gutenberg_pg_19,0.1094680155884291,0.0483168927472502,0.13488094324904365,10.186100626141092,互补(互换受凸性惩罚),0.023976530971187283,0.048263556351496435,0.0737133896158407,0.09585251199578651
p*,arxiv,gutenberg_pg_19,0.0834351287582568,0.0384426250751941,0.11759606022545777,16.381809405775186,互补(互换受凸性惩罚),0.018906424047867184,0.038057684972695606,0.05812586498678636,0.07558342113892036
p_ref,arxiv,pile_cc,0.1094680155884291,0.1163173355471893,0.3126395542878915,4.669575749608124,互补(互换受凸性惩罚),0.03541209464872817,0.07128277346115114,0.10887085930369127,0.14156919661114184
p*,arxiv,pile_cc,0.0834351287582568,0.1495991771877273,0.1665041784873056,6.239413386446017,互补(互换受凸性惩罚),0.030635039779187283,0.0616668011936309,0.0941842932096272,0.12247165870053042
p_ref,arxiv,ubuntu_irc,0.1094680155884291,0.0198499537179258,1.8357527410438892,121.23272053865038,互补(互换受凸性惩罚),0.006949929565290093,0.013989860235260696,0.021366846874742468,0.02778417811264597
p*,arxiv,ubuntu_irc,0.0834351287582568,0.0412334696901143,0.4834906863492523,34.07223641924341,互补(互换受凸性惩罚),0.01310961713950304,0.026389002909523788,0.04030417565743616,0.05240915525412887
p_ref,arxiv,europarl,0.1094680155884291,0.0131905705768079,-0.1923557404578613,-17.275965099054993,可替代(无凸性惩罚),inf,inf,inf,inf
p*,arxiv,europarl,0.0834351287582568,0.0056850989469004,-0.6216942345366734,-86.45742070410866,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,arxiv,hackernews,0.1094680155884291,0.0116619852119038,1.289990206629748,82.99985558655447,互补(互换受凸性惩罚),0.008399465689370817,0.0169077038754508,0.025823297276387335,0.03357908142408583
p*,arxiv,hackernews,0.0834351287582568,0.0370865525074324,0.5095033288399162,14.109160564891702,互补(互换受凸性惩罚),0.02037228489200542,0.04100838945699051,0.06263250406882936,0.08144358682826723
p_ref,arxiv,pubmed_abstracts,0.1094680155884291,0.0667829932263871,0.21115185329136343,6.014361642549232,互补(互换受凸性惩罚),0.03120294312363659,0.06280996219135697,0.09593025389692748,0.12474200223778731
p*,arxiv,pubmed_abstracts,0.0834351287582568,0.0641841018028109,0.11408755218781996,8.446611609351084,互补(互换受凸性惩罚),0.026329891306295303,0.05300075287443605,0.08094855501557045,0.10526069118661378
p_ref,arxiv,uspto_backgrounds,0.1094680155884291,0.075329842062607,0.11458880289500151,6.183898772150915,互补(互换受凸性惩罚),0.030772242264005007,0.06194298292590581,0.09460610820162017,0.12302016185295253
p*,arxiv,uspto_backgrounds,0.0834351287582568,0.0662765423234883,0.04145743154507109,9.268565053569215,互补(互换受凸性惩罚),0.025135300257939794,0.05059610090670211,0.07727590714650032,0.10048499811699682
p_ref,freelaw,nih_exporter,0.0895313218675953,0.0058899993708469,1.0765004009993628,312.9462103064158,互补(互换受凸性惩罚),0.004325690874939098,0.0087073991459674,0.013298893705901402,0.017293091188980803
p*,freelaw,nih_exporter,0.0733992483439408,0.0089060235470232,0.3382867988551608,156.0414754878203,互补(互换受凸性惩罚),0.00612590566481154,0.0123311413820822,0.018833469761025155,0.024489925040741968
p_ref,freelaw,pubmed_central,0.0895313218675953,0.1171161131911714,0.06762394388813009,7.606432886611134,互补(互换受凸性惩罚),0.027745963454014783,0.05585123520573635,0.08530212384812694,0.11092181341857023
p*,freelaw,pubmed_central,0.0733992483439408,0.0979163295359779,0.04362906332044636,11.101303440948495,互补(互换受凸性惩罚),0.022966950897807883,0.046231322212977856,0.07060953904684741,0.09181644913871198
p_ref,freelaw,wikipedia_en,0.0895313218675953,0.0767974332462365,0.158544023713044,8.314841404760013,互补(互换受凸性惩罚),0.026537703882802025,0.0534190691858672,0.08158745350499413,0.10609147682054985
p*,freelaw,wikipedia_en,0.0733992483439408,0.0745206064974201,0.07560415156778699,10.779192105380599,互补(互换受凸性惩罚),0.023307582106667248,0.04691699578116913,0.0716567748227042,0.09317821231757084
p_ref,freelaw,dm_mathematics,0.0895313218675953,0.0268830894510259,1.683403080799493,108.89633944775655,互补(互换受凸性惩罚),0.00733303382353746,0.014761029925264624,0.02254466169230769,0.029315738518670555
p*,freelaw,dm_mathematics,0.0733992483439408,0.0448152736693459,0.4543301951816163,45.510068054260074,互补(互换受凸性惩罚),0.011343226035116585,0.02283334605875643,0.03487358706027571,0.045347540514035
p_ref,freelaw,github,0.0895313218675953,0.1152733336192701,-0.026906816643762266,7.694379920760554,互补(互换受凸性惩罚),0.027586939063515697,0.0555311270699373,0.08481321964136879,0.11028607143753662
p*,freelaw,github,0.0733992483439408,0.0790460862008018,0.0411759178854787,13.30142474042831,互补(互换受凸性惩罚),0.020981727773539283,0.042235167463002925,0.06450617380983951,0.08387999563082381
p_ref,freelaw,philpapers,0.0895313218675953,0.0054111255585165,0.37624642618094173,-24.9220662834552,可替代(无凸性惩罚),inf,inf,inf,inf
p*,freelaw,philpapers,0.0733992483439408,0.0044458356139571,0.25111946028536725,-34.09838822332664,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,freelaw,stackexchange,0.0895313218675953,0.0999208133866591,0.328636083868183,9.238710433668915,互补(互换受凸性惩罚),0.02517587949193724,0.050677784872956017,0.07740066384669021,0.10064722431720043
p*,freelaw,stackexchange,0.0733992483439408,0.1294347138939774,0.13260752505158813,9.642476779952998,互补(互换受凸性惩罚),0.024643139069529772,0.04960540507670939,0.07576280796302547,0.0985174538432809
p_ref,freelaw,enron_emails,0.0895313218675953,0.0022591816301773,0.04887514970648965,-227.33058167355594,可替代(无凸性惩罚),inf,inf,inf,inf
p*,freelaw,enron_emails,0.0733992483439408,0.0015731864056306,-0.24420592927706464,-365.2733490960308,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,freelaw,gutenberg_pg_19,0.0895313218675953,0.0483168927472502,0.08034279196780414,11.765257531064364,互补(互换受凸性惩罚),0.022309488329230777,0.044907882981270304,0.06858823769455444,0.08918806896073511
p*,freelaw,gutenberg_pg_19,0.0733992483439408,0.0384426250751941,0.07653728950508487,18.007918468514784,互补(互换受凸性惩罚),0.018032609203699777,0.036298739442880326,0.05543941071458072,0.0720901156255705
p_ref,freelaw,pile_cc,0.0895313218675953,0.1163173355471893,0.25810140300665196,6.248732654531395,互补(互换受凸性惩罚),0.03061218693126283,0.06162079955499021,0.09411403446848943,0.12238029840814915
p*,freelaw,pile_cc,0.0733992483439408,0.1495991771877273,0.1254454077669327,7.865522449185618,互补(互换受凸性惩罚),0.027285162291988137,0.054923665538671756,0.08388543785494801,0.10907963912889049
p_ref,freelaw,ubuntu_irc,0.0895313218675953,0.0198499537179258,1.7812145897626497,122.81187744357365,互补(互换受凸性惩罚),0.006905102719883809,0.013899626039916678,0.02122903132817098,0.0276049709645309
p*,freelaw,ubuntu_irc,0.0733992483439408,0.0412334696901143,0.4424319156288794,35.69834548198301,互补(互换受凸性惩罚),0.012807556624505468,0.025780970216860016,0.03937552153076811,0.05120158860605741
p_ref,freelaw,europarl,0.0895313218675953,0.0131905705768079,-0.2468938917391008,-15.696808194131723,可替代(无凸性惩罚),inf,inf,inf,inf
p*,freelaw,europarl,0.0733992483439408,0.0056850989469004,-0.6627530052570463,-84.83131164136906,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,freelaw,hackernews,0.0895313218675953,0.0116619852119038,1.2354520553485084,84.57901249147774,互补(互换受凸性惩罚),0.008320683900928364,0.016749120079882822,0.025581090733953402,0.03326413042759662
p*,freelaw,hackernews,0.0733992483439408,0.0370865525074324,0.46844455811954333,15.735269627631304,互补(互换受凸性惩罚),0.019290933069939627,0.03883168238194356,0.05930799860690399,0.07712059745917192
p_ref,freelaw,pubmed_abstracts,0.0895313218675953,0.0667829932263871,0.15661370201012392,7.593518547472502,互补(互换受凸性惩罚),0.02776954728800503,0.05589870828272737,0.08537462993108147,0.1110160960207187
p*,freelaw,pubmed_abstracts,0.0733992483439408,0.0641841018028109,0.07302878146744707,10.072720672090684,互补(互换受凸性惩罚),0.024111094957693115,0.048534426918777865,0.07412709281491837,0.09639046705468353
p_ref,freelaw,uspto_backgrounds,0.0895313218675953,0.075329842062607,0.060050651613761996,7.763055677074185,互补(互换受凸性惩罚),0.027464644270336094,0.05528495377450889,0.08443723682098206,0.10979716571784111
p*,freelaw,uspto_backgrounds,0.0733992483439408,0.0662765423234883,0.00039866082469819375,10.894674116308815,互补(互换受凸性惩罚),0.023183724470359473,0.04666767656077452,0.07127598720113276,0.0926830587199037
p_ref,nih_exporter,pubmed_central,0.0058899993708469,0.1171161131911714,-1.0088764571112327,311.2293351862884,互补(互换受凸性惩罚),0.0043376056531681875,0.008731382997975276,0.013335524471663248,0.017340723660271305
p*,nih_exporter,pubmed_central,0.0089060235470232,0.0979163295359779,-0.2946577355347144,153.33796175349204,互补(互换受凸性惩罚),0.006179672870551168,0.012439372075137647,0.018998771530076022,0.024704873639408337
p_ref,nih_exporter,wikipedia_en,0.0058899993708469,0.0767974332462365,-0.9179563772863188,311.93774370443725,互补(互换受凸性惩罚),0.004332677517003016,0.008721462906624221,0.01332037342159434,0.017321022134998254
p*,nih_exporter,wikipedia_en,0.0089060235470232,0.0745206064974201,-0.2626826472873738,153.01585041792416,互补(互换受凸性惩罚),0.006186173818695304,0.01245245815825241,0.019018758029540728,0.024730862895765673
p_ref,nih_exporter,dm_mathematics,0.0058899993708469,0.0268830894510259,0.6069026798001302,412.5192417474338,互补(互换受凸性惩罚),0.003767629800759351,0.007584050145496165,0.011583192070836669,0.015062094725335717
p*,nih_exporter,dm_mathematics,0.0089060235470232,0.0448152736693459,0.11604339632645555,187.7467263668036,互补(互换受凸性惩罚),0.005584755212871656,0.011241832617472995,0.01716975810263016,0.02232653325364707
p_ref,nih_exporter,github,0.0058899993708469,0.1152733336192701,-1.103407217643125,311.3172822204378,互补(互换受凸性惩罚),0.004336992923775918,0.008730149604387708,0.013333640697881474,0.017338274112774495
p*,nih_exporter,github,0.0089060235470232,0.0790460862008018,-0.2971108809696821,155.53808305297184,互补(互换受凸性惩罚),0.00613581077436125,0.012351079871661638,0.01886392200619368,0.024529523330964767
p_ref,nih_exporter,philpapers,0.0058899993708469,0.0054111255585165,-0.7002539748184211,278.700836016222,互补(互换受凸性惩罚),0.004583752850452392,0.009226864981635267,0.01409227882774845,0.01832476206052054
p*,nih_exporter,philpapers,0.0089060235470232,0.0044458356139571,-0.08716733856979353,108.13827008921692,互补(互换受凸性惩罚),0.007358691899656526,0.014812678347804633,0.022623544820314426,0.029418313451297258
p_ref,nih_exporter,stackexchange,0.0058899993708469,0.0999208133866591,-0.7478643171311798,312.86161273334613,互补(互换受凸性惩罚),0.004326275667385083,0.008708576303880888,0.013300691590402171,0.017295429051159914
p*,nih_exporter,stackexchange,0.0089060235470232,0.1294347138939774,-0.20567927380357265,151.87913509249654,互补(互换受凸性惩罚),0.006209280383888936,0.01249897051705246,0.01908979679844557,0.024823237489907987
p_ref,nih_exporter,enron_emails,0.0058899993708469,0.0022591816301773,-1.0276252512928732,76.2923206261213,互补(互换受凸性惩罚),0.008760924065317666,0.017635301488182813,0.026934564045049476,0.03502410670143133
p*,nih_exporter,enron_emails,0.0089060235470232,0.0015731864056306,-0.5824927281322254,-223.03669078348727,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,nih_exporter,gutenberg_pg_19,0.0058899993708469,0.0483168927472502,-0.9961576090315587,315.3881598307416,互补(互换受凸性惩罚),0.0043089121140735456,0.008673624340449621,0.013247309123526256,0.017226013663083815
p*,nih_exporter,gutenberg_pg_19,0.0089060235470232,0.0384426250751941,-0.2617495093500759,160.24457678105833,互补(互换受凸性惩罚),0.006045032756699002,0.012168348267319709,0.0185848342852664,0.024166614241347896
p_ref,nih_exporter,pile_cc,0.0058899993708469,0.1163173355471893,-0.8183989979927109,309.8716349542086,互补(互换受凸性惩罚),0.004347097860255635,0.008750490335572016,0.013364707290486878,0.017378671263901267
p*,nih_exporter,pile_cc,0.0089060235470232,0.1495991771877273,-0.21284139108822808,150.10218076172916,互补(互换受凸性惩罚),0.006245925903293794,0.01257273611279071,0.019202459695876868,0.02496973762758708
p_ref,nih_exporter,ubuntu_irc,0.0058899993708469,0.0198499537179258,0.7047141887632868,426.4347797432509,互补(互换受凸性惩罚),0.003705646774730804,0.007459281417561337,0.011392631603490426,0.014814301216213148
p*,nih_exporter,ubuntu_irc,0.0089060235470232,0.0412334696901143,0.10414511677371863,177.93500379452655,互补(互换受凸性惩罚),0.005736666893871358,0.011547623225179767,0.017636795012272544,0.02293384030081007
p_ref,nih_exporter,europarl,0.0058899993708469,0.0131905705768079,-1.3233942927384637,287.92609410554553,互补(互换受凸性惩罚),0.004509722468023538,0.00907784552847203,0.013864679996627074,0.018028806063869418
p*,nih_exporter,europarl,0.0089060235470232,0.0056850989469004,-1.001039804112207,57.405346671174485,互补(互换受凸性惩罚),0.010099832161849367,0.020330456448009456,0.03105089990272829,0.04037674526863209
p_ref,nih_exporter,hackernews,0.0058899993708469,0.0116619852119038,0.1589516543491456,388.201914791155,互补(互换受凸性惩罚),0.0038838414479525664,0.007817978372634198,0.011940472881715705,0.015526681463092893
p*,nih_exporter,hackernews,0.0089060235470232,0.0370865525074324,0.13015775926438256,157.97192794017485,互补(互换受凸性惩罚),0.006088360638275189,0.01225556512352615,0.018718041421014797,0.02433982888584857
p_ref,nih_exporter,pubmed_abstracts,0.0058899993708469,0.0667829932263871,-0.9198866989892389,311.2164208471497,互补(互换受凸性惩罚),0.004337695649591232,0.008731564156268789,0.013335801156451551,0.01734108344473011
p*,nih_exporter,pubmed_abstracts,0.0089060235470232,0.0641841018028109,-0.2652580173877137,152.30937898463424,互补(互换受凸性惩罚),0.006200504186830978,0.012481304471794805,0.01906281527914839,0.02478815232538664
p_ref,nih_exporter,uspto_backgrounds,0.0058899993708469,0.075329842062607,-1.0164497493856008,311.3859579767514,互补(互换受凸性惩罚),0.004336514638410526,0.008729186839894697,0.013332170258495184,0.017336362040766305
p*,nih_exporter,uspto_backgrounds,0.0089060235470232,0.0662765423234883,-0.3378881380304626,153.13133242885237,互补(互换受凸性惩罚),0.006183840767322536,0.012447761842653799,0.019011585301966363,0.024721535907013054
p_ref,pubmed_central,wikipedia_en,0.1171161131911714,0.0767974332462365,0.0909200798249139,6.5979662846325375,互补(互换受凸性惩罚),0.02979101380675319,0.05996781917110013,0.0915894217736097,0.11909744206574223
p*,pubmed_central,wikipedia_en,0.0979163295359779,0.0745206064974201,0.03197508824734063,8.075678371052353,互补(互换受凸性惩罚),0.026927796821382997,0.05420430673946277,0.08278675430470375,0.10765097632111303
p_ref,pubmed_central,dm_mathematics,0.1171161131911714,0.0268830894510259,1.615779136911363,107.17946432762906,互补(互换受凸性惩罚),0.007391533298094668,0.01487878643850741,0.022724512337321326,0.029549605611181994
p*,pubmed_central,dm_mathematics,0.0979163295359779,0.0448152736693459,0.41070113186116997,42.80655431993183,互补(互换受凸性惩罚),0.011695941657664922,0.023543344946642755,0.03595797512874749,0.04675761432671641
p_ref,pubmed_central,github,0.1171161131911714,0.1152733336192701,-0.09453076053189235,5.977504800633079,互补(互换受凸性惩罚),0.031298992784561136,0.06300330534963723,0.09622554874532356,0.12512598611297862
p*,pubmed_central,github,0.0979163295359779,0.0790460862008018,-0.002453145434967663,10.597911006100064,互补(互换受凸性惩罚),0.02350607917408385,0.04731656043922498,0.07226703373320567,0.09397175674476685
p_ref,pubmed_central,philpapers,0.1171161131911714,0.0054111255585165,0.30862248229281164,-26.638941403582677,可替代(无凸性惩罚),inf,inf,inf,inf
p*,pubmed_central,philpapers,0.0979163295359779,0.0044458356139571,0.2074903969649209,-36.801901957654884,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,pubmed_central,stackexchange,0.1171161131911714,0.0999208133866591,0.2610121399800529,7.52183531354144,互补(互换受凸性惩罚),0.027901555680674674,0.05616443456757391,0.08578047621856616,0.11154383441861776
p*,pubmed_central,stackexchange,0.0979163295359779,0.1294347138939774,0.08897846173114177,6.938963045624753,互补(互换受凸性惩罚),0.02904979295871746,0.05847577871657958,0.08931061416677531,0.11613421605472127
p_ref,pubmed_central,enron_emails,0.1171161131911714,0.0022591816301773,-0.018748794181640438,-229.0474567936834,可替代(无凸性惩罚),inf,inf,inf,inf
p*,pubmed_central,enron_emails,0.0979163295359779,0.0015731864056306,-0.287834992597511,-367.97686283035904,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,pubmed_central,gutenberg_pg_19,0.1171161131911714,0.0483168927472502,0.01271884807967405,10.048382410936888,互补(互换受凸性惩罚),0.024140277128262055,0.048593169166995735,0.0742168104104942,0.09650713048518078
p*,pubmed_central,gutenberg_pg_19,0.0979163295359779,0.0384426250751941,0.03290822618463851,15.30440473418654,互补(互换受凸性惩罚),0.019560597091879395,0.03937450255615897,0.06013705303260503,0.07819865057406479
p_ref,pubmed_central,pile_cc,0.1171161131911714,0.1163173355471893,0.19047745911852187,4.531857534403919,互补(互换受凸性惩罚),0.0359461352804866,0.07235777051372042,0.11051271254788268,0.14370416501517733
p*,pubmed_central,pile_cc,0.0979163295359779,0.1495991771877273,0.08181634444648633,5.162008714857373,互补(互换受凸性惩罚),0.03368068860129425,0.06779753977834409,0.10354782868216017,0.13464744387173716
p_ref,pubmed_central,ubuntu_irc,0.1171161131911714,0.0198499537179258,1.7135906458745196,121.09500232344617,互补(互换受凸性惩罚),0.0069538804299065565,0.013997813127915726,0.021378993403493557,0.027799972736918286
p*,pubmed_central,ubuntu_irc,0.0979163295359779,0.0412334696901143,0.39880285230843304,32.994831747654764,互补(互换受凸性惩罚),0.013321936822124144,0.02681639179989453,0.04095693078314508,0.053257959234564466
p_ref,pubmed_central,europarl,0.1171161131911714,0.0131905705768079,-0.3145178356272309,-17.413683314259195,可替代(无凸性惩罚),inf,inf,inf,inf
p*,pubmed_central,europarl,0.0979163295359779,0.0056850989469004,-0.7063820685774926,-87.53482537569731,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,pubmed_central,hackernews,0.1171161131911714,0.0116619852119038,1.1678281114603783,82.86213737135026,互补(互换受凸性惩罚),0.008406442815600377,0.016921748481209507,0.025844747736621824,0.033606974328043396
p*,pubmed_central,hackernews,0.0979163295359779,0.0370865525074324,0.42481549479909697,13.031755893303057,互补(互换受凸性惩罚),0.021197705813079334,0.04266992044267932,0.06517017617933213,0.08474342485879331
p_ref,pubmed_central,pubmed_abstracts,0.1171161131911714,0.0667829932263871,0.08898975812199383,5.8766434273450265,互补(互换受凸性惩罚),0.03156644384522815,0.06354167094361253,0.09704779964816723,0.12619519233099563
p*,pubmed_central,pubmed_abstracts,0.0979163295359779,0.0641841018028109,0.02939971814700071,7.3692069377624385,互补(互换受凸性惩罚),0.028189018368887684,0.05674308256582661,0.0866642508213945,0.11269304240051431
p_ref,pubmed_central,uspto_backgrounds,0.1171161131911714,0.075329842062607,-0.007573292274368093,6.04618055694671,互补(互换受凸性惩罚),0.031120729777381128,0.06264447084172788,0.09567749738134008,0.12441333268306168
p*,pubmed_central,uspto_backgrounds,0.0979163295359779,0.0662765423234883,-0.043230402495748166,8.19116038198057,互补(互换受凸性惩罚),0.026737304005250442,0.05382085423847266,0.08220110364525382,0.10688943100142527
p_ref,wikipedia_en,dm_mathematics,0.0767974332462365,0.0268830894510259,1.524859057086449,107.88787284577795,互补(互换受凸性惩罚),0.007367226354158822,0.014829857777401676,0.022649783126875222,0.029452432186136003
p*,wikipedia_en,dm_mathematics,0.0745206064974201,0.0448152736693459,0.37872604361382933,42.48444298436393,互补(互换受凸性惩罚),0.011740196461257986,0.023632427650458622,0.03609403199133317,0.046934534586672814
p_ref,wikipedia_en,github,0.0767974332462365,0.1152733336192701,-0.18545084035680626,6.6859133187819575,互补(互换受凸性惩罚),0.02959442851269214,0.05957210281708743,0.09098504041455151,0.11831154045721404
p*,wikipedia_en,github,0.0745206064974201,0.0790460862008018,-0.034428233682308296,10.275799670532168,互补(互换受凸性惩罚),0.02387165417477892,0.048052444611457724,0.07339095664317252,0.09543323931626951
p_ref,wikipedia_en,philpapers,0.0767974332462365,0.0054111255585165,0.21770240246789774,-25.9305328854338,可替代(无凸性惩罚),inf,inf,inf,inf
p*,wikipedia_en,philpapers,0.0745206064974201,0.0044458356139571,0.17551530871758025,-37.12401329322278,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,wikipedia_en,stackexchange,0.0767974332462365,0.0999208133866591,0.170092060155139,8.23024383169032,互补(互换受凸性惩罚),0.026673743942559447,0.053692911014697794,0.08200569474015497,0.10663533287193093
p*,wikipedia_en,stackexchange,0.0745206064974201,0.1294347138939774,0.057003373483801134,6.6168517100568565,互补(互换受凸性惩罚),0.029748469556524677,0.05988217972556051,0.09145862383220703,0.11892736019442061
p_ref,wikipedia_en,enron_emails,0.0767974332462365,0.0022591816301773,-0.10966887400655434,-228.33904827553454,可替代(无凸性惩罚),inf,inf,inf,inf
p*,wikipedia_en,enron_emails,0.0745206064974201,0.0015731864056306,-0.31981008084485163,-368.29897416592695,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,wikipedia_en,gutenberg_pg_19,0.0767974332462365,0.0483168927472502,-0.07820123174523985,10.756790929085767,互补(互换受凸性惩罚),0.023331838676896532,0.04696582304252574,0.07173134916434701,0.09327518436042694
p*,wikipedia_en,gutenberg_pg_19,0.0745206064974201,0.0384426250751941,0.0009331379372978788,14.982293398618644,互补(互换受凸性惩罚),0.01976975011473918,0.039795517118983326,0.060780072587098596,0.07903479499615462
p_ref,wikipedia_en,pile_cc,0.0767974332462365,0.1163173355471893,0.09955737929360797,5.240266052552798,互补(互换受凸性惩罚),0.03342825144635455,0.06728939642485876,0.10277173649526515,0.13363825970530718
p*,wikipedia_en,pile_cc,0.0745206064974201,0.1495991771877273,0.0498412561991457,4.839897379289476,互补(互换受凸性惩罚),0.03478341770253411,0.07001727824601822,0.10693805640017748,0.13905589455760645
p_ref,wikipedia_en,ubuntu_irc,0.0767974332462365,0.0198499537179258,1.6226705660496057,121.80341084159505,互补(互换受凸性惩罚),0.006933629060597331,0.013957048135472687,0.021316732642003955,0.02771901254205205
p*,wikipedia_en,ubuntu_irc,0.0745206064974201,0.0412334696901143,0.3668277640610924,32.67272041208687,互补(互换受凸性惩罚),0.013387444412482769,0.026948255299352547,0.041158327162658985,0.053519843120027735
p_ref,wikipedia_en,europarl,0.0767974332462365,0.0131905705768079,-0.4054379154521448,-16.705274796110317,可替代(无凸性惩罚),inf,inf,inf,inf
p*,wikipedia_en,europarl,0.0745206064974201,0.0056850989469004,-0.7383571568248333,-87.8569367112652,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,wikipedia_en,hackernews,0.0767974332462365,0.0116619852119038,1.0769080316354644,83.57054588949914,互补(互换受凸性惩罚),0.00837073723525028,0.016849874935726192,0.025734974585578028,0.033464231844865286
p*,wikipedia_en,hackernews,0.0745206064974201,0.0370865525074324,0.39284040655175634,12.709644557735162,互补(互换受凸性惩罚),0.021464640851765845,0.04320724731024481,0.06599084062543001,0.08581056814272132
p_ref,wikipedia_en,pubmed_abstracts,0.0767974332462365,0.0667829932263871,-0.001930321702920068,6.585051945493905,互补(互换受凸性惩罚),0.029820211967499642,0.06002659360674472,0.09167918852934911,0.11921416942119525
p*,wikipedia_en,pubmed_abstracts,0.0745206064974201,0.0641841018028109,-0.0025753701003399243,7.047095602194543,互补(互换受凸性惩罚),0.028826057403682805,0.05802541024662766,0.08862276211015357,0.11523977411069632
p_ref,wikipedia_en,uspto_backgrounds,0.0767974332462365,0.075329842062607,-0.098493372099282,6.754589075095589,互补(互换受凸性惩罚),0.02944359681808286,0.05926848616791017,0.09052132381249127,0.1177085509407467
p*,wikipedia_en,uspto_backgrounds,0.0745206064974201,0.0662765423234883,-0.0752054907430888,7.869049046412673,互补(互换受凸性惩罚),0.027279047540354717,0.05491135684979639,0.08386663867711447,0.10905519379503471
