point,N_B,domain,share,dL_dp_centered_1M_units,dL_dp_at_scale,scale_factor
p_ref,70.0,hackernews,0.0116619852119038,-1.0424541689330482,-0.18834593180703027,0.1806755034610321
p_ref,70.0,pubmed_abstracts,0.0667829932263871,0.036384184405336306,0.006573730835453169,0.1806755034610321
p_ref,70.0,uspto_backgrounds,0.075329842062607,0.13294723480169823,0.024020308581548876,0.1806755034610321
p_ref,1000.0,arxiv,0.1094680155884291,0.24753603769669974,0.02644986593097199,0.1068525867065078
p_ref,1000.0,freelaw,0.0895313218675953,0.19299788641546023,0.020622323392380706,0.1068525867065078
p_ref,1000.0,nih_exporter,0.0058899993708469,-0.8835025145839026,-0.09440452904499412,0.1068525867065078
p_ref,1000.0,pubmed_central,0.1171161131911714,0.12537394252733014,0.013396530064638269,0.1068525867065078
p_ref,1000.0,wikipedia_en,0.0767974332462365,0.03445386270241624,0.003681484351784046,0.1068525867065078
p_ref,1000.0,dm_mathematics,0.0268830894510259,-1.4904051943840328,-0.15925365026074947,0.1068525867065078
p_ref,1000.0,github,0.1152733336192701,0.2199047030592225,0.023497386350804422,0.1068525867065078
p_ref,1000.0,philpapers,0.0054111255585165,-0.1832485397654815,-0.019580580484132054,0.1068525867065078
p_ref,1000.0,stackexchange,0.0999208133866591,-0.13563819745272276,-0.014493292254031485,0.1068525867065078
p_ref,1000.0,enron_emails,0.0022591816301773,0.14412273670897058,0.015399887220574473,0.1068525867065078
p_ref,1000.0,gutenberg_pg_19,0.0483168927472502,0.11265509444765609,0.012037488247397997,0.1068525867065078
p_ref,1000.0,pile_cc,0.1163173355471893,-0.06510351659119173,-0.006956479151458883,0.1068525867065078
p_ref,1000.0,ubuntu_irc,0.0198499537179258,-1.5882167033471895,-0.16970506300312954,0.1068525867065078
p_ref,1000.0,europarl,0.0131905705768079,0.43989177815456104,0.047003574366740124,0.1068525867065078
p_ref,1000.0,hackernews,0.0116619852119038,-1.0424541689330482,-0.11138892447347906,0.1068525867065078
p_ref,1000.0,pubmed_abstracts,0.0667829932263871,0.036384184405336306,0.0038877442189167665,0.1068525867065078
p_ref,1000.0,uspto_backgrounds,0.075329842062607,0.13294723480169823,0.014205755934038911,0.1068525867065078
p*,0.001,arxiv,0.0834351287582568,0.15033459369599989,0.19652662219619615,1.3072614716583715
p*,0.001,freelaw,0.0733992483439408,0.10927582297562699,0.1428520731597978,1.3072614716583715
p*,0.001,nih_exporter,0.0089060235470232,-0.22901097587953378,-0.29937722535419914,1.3072614716583715
p*,0.001,pubmed_central,0.0979163295359779,0.06564675965518063,0.08581747963643484,1.3072614716583715
p*,0.001,wikipedia_en,0.0745206064974201,0.03367167140784,0.044017678717810024,1.3072614716583715
p*,0.001,dm_mathematics,0.0448152736693459,-0.34505437220598933,-0.4510762864121571,1.3072614716583715
p*,0.001,github,0.0790460862008018,0.0680999050901483,0.08902438214794269,1.3072614716583715
p*,0.001,philpapers,0.0044458356139571,-0.14184363730974026,-0.18542672205490734,1.3072614716583715
p*,0.001,stackexchange,0.1294347138939774,-0.023331702075961136,-0.030500635192115634,1.3072614716583715
p*,0.001,enron_emails,0.0015731864056306,0.35348175225269163,0.4620930756542335,1.3072614716583715
p*,0.001,gutenberg_pg_19,0.0384426250751941,0.03273853347054212,0.04279782344463774,1.3072614716583715
p*,0.001,pile_cc,0.1495991771877273,-0.016169584791305702,-0.021137875210387114,1.3072614716583715
p*,0.001,ubuntu_irc,0.0412334696901143,-0.3331560926532524,-0.4355221239738435,1.3072614716583715
p*,0.001,europarl,0.0056850989469004,0.7720288282326733,1.0092435421581325,1.3072614716583715
p*,0.001,hackernews,0.0370865525074324,-0.35916873514391634,-0.4695274492779119,1.3072614716583715
p*,0.001,pubmed_abstracts,0.0641841018028109,0.03624704150817992,0.047384360825245365,1.3072614716583715
p*,0.001,uspto_backgrounds,0.0662765423234883,0.1088771621509288,0.14233091922341032,1.3072614716583715
p*,1.0,arxiv,0.0834351287582568,0.15033459369599989,0.06335958523566797,0.42145712226283044
p*,1.0,freelaw,0.0733992483439408,0.10927582297562699,0.04605507388421024,0.42145712226283044
p*,1.0,nih_exporter,0.0089060235470232,-0.22901097587953378,-0.09651830686079078,0.42145712226283044
p*,1.0,pubmed_central,0.0979163295359779,0.06564675965518063,0.02766729441015211,0.42145712226283044
p*,1.0,wikipedia_en,0.0745206064974201,0.03367167140784,0.014191165733327874,0.42145712226283044
p*,1.0,dm_mathematics,0.0448152736693459,-0.34505437220598933,-0.14542562273414386,0.42145712226283044
p*,1.0,github,0.0790460862008018,0.0680999050901483,0.02870119002566578,0.42145712226283044
p*,1.0,philpapers,0.0044458356139571,-0.14184363730974026,-0.059781011191855776,0.42145712226283044
p*,1.0,stackexchange,0.1294347138939774,-0.023331702075961136,-0.009833312014428287,0.42145712226283044
p*,1.0,enron_emails,0.0015731864056306,0.35348175225269163,0.1489774020768422,0.42145712226283044
p*,1.0,gutenberg_pg_19,0.0384426250751941,0.03273853347054212,0.013797888103600036,0.42145712226283044
p*,1.0,pile_cc,0.1495991771877273,-0.016169584791305702,-0.006814786674328531,0.42145712226283044
p*,1.0,ubuntu_irc,0.0412334696901143,-0.3331560926532524,-0.14041100807396867,0.42145712226283044
p*,1.0,europarl,0.0056850989469004,0.7720288282326733,0.3253770482508875,0.42145712226283044
p*,1.0,hackernews,0.0370865525074324,-0.35916873514391634,-0.1513742215205357,0.42145712226283044
p*,1.0,pubmed_abstracts,0.0641841018028109,0.03624704150817992,0.015276573804578876,0.42145712226283044
p*,1.0,uspto_backgrounds,0.0662765423234883,0.1088771621509288,0.045887055440274015,0.42145712226283044
p*,70.0,arxiv,0.0834351287582568,0.15033459369599989,0.02716177840363448,0.1806755034610321
p*,70.0,freelaw,0.0733992483439408,0.10927582297562699,0.019743464332240022,0.1806755034610321
p*,70.0,nih_exporter,0.0089060235470232,-0.22901097587953378,-0.04137667336513704,0.1806755034610321
p*,70.0,pubmed_central,0.0979163295359779,0.06564675965518063,0.01186076135128513,0.1806755034610321
p*,70.0,wikipedia_en,0.0745206064974201,0.03367167140784,0.0060836461839859305,0.1806755034610321
p*,70.0,dm_mathematics,0.0448152736693459,-0.34505437220598933,-0.06234287241974748,0.1806755034610321
p*,70.0,github,0.0790460862008018,0.0680999050901483,0.012303984637811044,0.1806755034610321
p*,70.0,philpapers,0.0044458356139571,-0.14184363730974026,-0.025627670583681355,0.1806755034610321
p*,70.0,stackexchange,0.1294347138939774,-0.023331702075961136,-0.004215467019177086,0.1806755034610321
p*,70.0,enron_emails,0.0015731864056306,0.35348175225269163,0.06386549355254287,0.1806755034610321
p*,70.0,gutenberg_pg_19,0.0384426250751941,0.03273853347054212,0.005915051017366048,0.1806755034610321
p*,70.0,pile_cc,0.1495991771877273,-0.016169584791305702,-0.002921447872925005,0.1806755034610321
p*,70.0,ubuntu_irc,0.0412334696901143,-0.3331560926532524,-0.060193144771236634,0.1806755034610321
p*,70.0,europarl,0.0056850989469004,0.7720288282326733,0.1394866972273689,0.1806755034610321
p*,70.0,hackernews,0.0370865525074324,-0.35916873514391634,-0.06489299204958918,0.1806755034610321
p*,70.0,pubmed_abstracts,0.0641841018028109,0.03624704150817992,0.006548952473463336,0.1806755034610321
p*,70.0,uspto_backgrounds,0.0662765423234883,0.1088771621509288,0.019671436087027486,0.1806755034610321
p*,1000.0,arxiv,0.0834351287582568,0.15033459369599989,0.01606364020788945,0.1068525867065078
p*,1000.0,freelaw,0.0733992483439408,0.10927582297562699,0.01167640434942818,0.1068525867065078
p*,1000.0,nih_exporter,0.0089060235470232,-0.22901097587953378,-0.02447041515690985,0.1068525867065078
p*,1000.0,pubmed_central,0.0979163295359779,0.06564675965518063,0.007014526078056466,0.1068525867065078
p*,1000.0,wikipedia_en,0.0745206064974201,0.03367167140784,0.003597905188659263,0.1068525867065078
p*,1000.0,dm_mathematics,0.0448152736693459,-0.34505437220598933,-0.036869952224600086,0.1068525867065078
p*,1000.0,github,0.0790460862008018,0.0680999050901483,0.007276651013350022,0.1068525867065078
p*,1000.0,philpapers,0.0044458356139571,-0.14184363730974026,-0.015156359554405465,0.1068525867065078
p*,1000.0,stackexchange,0.1294347138939774,-0.023331702075961136,-0.002493052719082045,0.1068525867065078
p*,1000.0,enron_emails,0.0015731864056306,0.35348175225269163,0.03777043958174904,0.1068525867065078
p*,1000.0,gutenberg_pg_19,0.0384426250751941,0.03273853347054212,0.0034981969863050093,0.1068525867065078
p*,1000.0,pile_cc,0.1495991771877273,-0.016169584791305702,-0.0017277619609212223,0.1068525867065078
p*,1000.0,ubuntu_irc,0.0412334696901143,-0.3331560926532524,-0.035598590277033,0.1068525867065078
p*,1000.0,europarl,0.0056850989469004,0.7720288282326733,0.08249327730865534,0.1068525867065078
p*,1000.0,hackernews,0.0370865525074324,-0.35916873514391634,-0.03837810841423205,0.1068525867065078
p*,1000.0,pubmed_abstracts,0.0641841018028109,0.03624704150817992,0.003873090145607182,0.1068525867065078
p*,1000.0,uspto_backgrounds,0.0662765423234883,0.1088771621509288,0.011633806409090628,0.1068525867065078
