指标A,指标B,Pearson_r,Spearman_rho
rps_doc_word_count,rps_doc_unigram_entropy,0.2754906876466532,0.21089634055577186
rps_doc_unigram_entropy,rps_doc_frac_chars_top_3gram,0.27442042222797336,0.11003476004851966
dsir_wiki,modernbert_professionalism,-0.2673323164196701,-0.4782343650586505
dsir_math,modernbert_professionalism,-0.2643638140109302,-0.4356202246744504
rps_doc_unigram_entropy,rps_lines_uppercase_letter_fraction,0.2599125197400254,0.24554757457580895
rps_doc_num_sentences,rps_doc_frac_chars_top_2gram,0.24393374178930635,0.09157780546644852
dsir_wiki,rps_doc_num_sentences,0.24362379165903397,-0.3645002977439794
rps_doc_frac_chars_top_2gram,modernbert_reasoning,0.24323632722491487,0.2202467865006601
dsir_math,rps_doc_num_sentences,0.2396975534966082,-0.36637156346567884
rps_doc_frac_unique_words,modernbert_cleanliness,-0.2393470117257616,-0.25682072414562834
rps_doc_num_sentences,fineweb_edu,0.2378462791623228,0.24102153768454787
dsir_books,rps_doc_num_sentences,0.235983516574267,-0.3628645555035134
rps_doc_num_sentences,rps_doc_frac_unique_words,-0.23253982817617333,-0.27157313935299576
rps_lines_uppercase_letter_fraction,rps_doc_mean_word_length,-0.23123821284914797,-0.27168438090652797
rps_lines_uppercase_letter_fraction,rps_lines_ending_with_terminal_punctution_mark,0.23001030480430487,0.27025740761768163
rps_doc_num_sentences,modernbert_readability,0.22978987535215004,0.18734623975735357
rps_doc_word_count,modernbert_readability,0.22329811063486243,0.1337035603265873
rps_doc_frac_no_alph_words,rps_lines_uppercase_letter_fraction,0.22255989039842228,0.3628744907154462
modernbert_reasoning,qurater,0.21989887788261578,0.2943869648222267
rps_doc_num_sentences,modernbert_cleanliness,0.21231751117742412,0.17918350204335215
fluency_en,fineweb_edu,-0.21126433873915434,-0.19549217376312247
rps_doc_word_count,modernbert_cleanliness,0.2108571798054889,0.18073047107715415
rps_lines_ending_with_terminal_punctution_mark,rps_lines_numerical_chars_fraction,0.2076120689213218,0.18153630330122564
rps_doc_frac_no_alph_words,modernbert_readability,0.20400459953631153,0.3785583368349353
rps_lines_ending_with_terminal_punctution_mark,fluency_en,-0.20372577605245246,-0.2262542989325702
rps_doc_frac_chars_top_2gram,modernbert_cleanliness,0.19817663884911285,0.1242244135201526
rps_doc_frac_no_alph_words,rps_lines_numerical_chars_fraction,0.19776392088387595,0.27992827341450666
rps_lines_uppercase_letter_fraction,modernbert_professionalism,-0.19252676485910916,-0.2564632257095043
qurater,ad_en,-0.1919282391074827,-0.17334563605498682
modernbert_readability,ad_en,0.18951656785643498,0.24109384619780222
rps_doc_frac_no_alph_words,modernbert_cleanliness,0.18781740322509458,0.31897640210612255
rps_doc_word_count,fineweb_edu,0.18515802986777427,0.2102876849174989
rps_doc_frac_no_alph_words,rps_doc_mean_word_length,-0.1844771708989277,-0.1005906246232582
rps_doc_frac_unique_words,rps_lines_uppercase_letter_fraction,-0.17812712554236143,-0.15520592616728962
rps_doc_frac_chars_top_2gram,modernbert_readability,0.17084007510968083,0.09603900330128837
rps_doc_mean_word_length,modernbert_professionalism,0.16864711548158526,0.18578898364052482
modernbert_cleanliness,qurater,0.16158290420566543,0.16060401387491055
dsir_books,rps_lines_ending_with_terminal_punctution_mark,0.1607018529887029,0.26285266753017
dsir_books,fineweb_edu,-0.1603208694903857,-0.3697173161947145
rps_doc_frac_chars_top_3gram,modernbert_cleanliness,0.1598983809464385,0.03615617790514094
dsir_math,fineweb_edu,-0.15382781171557997,-0.3605985828870527
rps_doc_frac_chars_top_2gram,fineweb_edu,0.15377369299553434,0.06201775629978549
dsir_wiki,fineweb_edu,-0.15189288494777728,-0.3687541950929426
rps_doc_frac_chars_top_3gram,modernbert_reasoning,0.14708416933176546,-0.01683709335909174
dsir_math,rps_doc_frac_chars_top_2gram,-0.14679922330928394,-0.2985821854709759
rps_doc_frac_no_alph_words,ad_en,0.1463128062908056,0.37119505669907416
rps_lines_ending_with_terminal_punctution_mark,modernbert_readability,0.14542213750319766,0.21173404440658022
rps_doc_unigram_entropy,fluency_en,-0.14446601442348103,-0.12235567695153435
dsir_wiki,rps_lines_ending_with_terminal_punctution_mark,0.14438083727903722,0.25144861309314964
rps_doc_num_sentences,rps_lines_uppercase_letter_fraction,0.14410056333889942,0.10590147191558152
fluency_en,modernbert_reasoning,-0.14317252286375906,-0.13585128114744172
dsir_math,rps_lines_ending_with_terminal_punctution_mark,0.14139779580176676,0.22606794279470613
rps_doc_mean_word_length,modernbert_readability,0.1408941766110443,0.09515035707755239
rps_doc_word_count,qurater,0.13852806685002297,0.13350259391947172
rps_doc_frac_chars_top_2gram,modernbert_professionalism,0.13159633878001734,0.15522034551257738
rps_doc_word_count,rps_doc_frac_unique_words,-0.13149873503235127,-0.1434507691149029
dsir_wiki,rps_doc_frac_chars_top_2gram,-0.1314169739884564,-0.29350955901415937
dsir_books,rps_doc_frac_chars_top_2gram,-0.1299374026626538,-0.2883732072991724
modernbert_cleanliness,modernbert_professionalism,-0.12898713910628834,-0.06092952303126173
ad_en,fineweb_edu,-0.1283268947901175,-0.1392629586690295
rps_doc_num_sentences,qurater,0.12753081864099505,0.12048411553867544
rps_doc_word_count,fluency_en,-0.12729840078703833,-0.13276879078260967
rps_doc_frac_chars_top_2gram,rps_lines_uppercase_letter_fraction,0.12629978104566475,0.09640574572655802
rps_lines_numerical_chars_fraction,modernbert_readability,-0.1214236246445676,-0.1994679777360976
rps_doc_num_sentences,modernbert_reasoning,0.12042234833903089,0.2637761780176496
rps_doc_word_count,rps_lines_uppercase_letter_fraction,0.11890994420319233,0.06744982148068028
rps_doc_num_sentences,ad_en,0.11874430010518165,0.11361481684033568
rps_doc_frac_chars_top_2gram,ad_en,0.1183688052057547,0.10528292074462896
rps_doc_frac_unique_words,ad_en,-0.11258439410894754,-0.13055777304140523
modernbert_readability,qurater,0.11099210764902223,0.13969143790637512
rps_doc_frac_unique_words,rps_doc_frac_chars_top_2gram,-0.11036217978110277,-0.1059700835030734
dsir_math,qurater,0.1099177630011797,0.06700567421973509
rps_doc_unigram_entropy,rps_lines_ending_with_terminal_punctution_mark,0.1086332982336313,0.09330317443945402
rps_doc_mean_word_length,fluency_en,-0.10816468493427861,-0.11173228526497324
modernbert_readability,modernbert_professionalism,-0.10802174938339382,-0.12006199256157882
rps_lines_uppercase_letter_fraction,modernbert_readability,0.10550265819092335,0.17582571491118573
dsir_wiki,qurater,0.10496338516857769,0.05718074208358329
rps_doc_word_count,rps_lines_ending_with_terminal_punctution_mark,0.10230471940579315,0.05871540108540504
rps_lines_numerical_chars_fraction,ad_en,0.10152509081121389,0.03388711975880001
dsir_books,qurater,0.10086545623924424,0.06001251549745802
rps_doc_unigram_entropy,rps_lines_numerical_chars_fraction,-0.0991298378637802,-0.24225845922362613
dsir_math,rps_doc_frac_chars_top_3gram,-0.0985984209791564,0.018634929208306672
dsir_books,rps_lines_numerical_chars_fraction,0.09825682546594203,0.2510871971235567
rps_doc_frac_unique_words,fluency_en,0.09771182328293514,0.07406832258429058
rps_doc_frac_chars_top_3gram,modernbert_readability,0.09485596481456354,-0.012924495937432508
modernbert_cleanliness,ad_en,0.09484112052093452,0.10059825422603845
rps_doc_word_count,rps_doc_frac_chars_top_2gram,0.09419799572722351,-0.08648024424923025
rps_doc_unigram_entropy,rps_doc_frac_no_alph_words,0.09399842021310327,0.17335224245220637
rps_doc_frac_chars_top_2gram,rps_doc_mean_word_length,-0.09373466445062553,-0.0591889526420219
fluency_en,modernbert_professionalism,0.09373063922245371,0.0951205126798953
rps_doc_unigram_entropy,modernbert_professionalism,0.09355987190420492,0.1267607259480285
rps_lines_uppercase_letter_fraction,qurater,-0.09317585214655763,-0.06387605299178023
dsir_math,rps_lines_numerical_chars_fraction,0.09245971676242354,0.2427666653836283
dsir_wiki,rps_lines_numerical_chars_fraction,0.09158378331014327,0.23827470038865747
dsir_wiki,rps_doc_frac_chars_top_3gram,-0.09005312254786656,0.025255249419111305
rps_doc_frac_unique_words,rps_lines_ending_with_terminal_punctution_mark,0.08893529153179744,0.0944290231889061
rps_lines_uppercase_letter_fraction,fluency_en,0.0882035786330538,0.04775691177502542
dsir_books,rps_doc_frac_chars_top_3gram,-0.08748031612352664,0.028491508117957184
dsir_books,rps_doc_frac_no_alph_words,0.08688822073555162,0.18051431940029075
rps_doc_num_sentences,modernbert_professionalism,0.08531704760387959,0.09490235444677067
dsir_math,modernbert_readability,-0.0847562513434363,-0.3087128779341321
rps_doc_frac_chars_top_3gram,ad_en,0.08326851994065321,0.05483388041868006
rps_doc_mean_word_length,modernbert_reasoning,0.0828004319241479,0.05092530490256917
rps_doc_num_sentences,rps_doc_frac_chars_top_3gram,0.08264072251529596,-0.13612942628946195
modernbert_professionalism,qurater,0.08099604560816448,0.03103624570545915
rps_doc_word_count,rps_doc_frac_chars_top_3gram,-0.08068072553986028,-0.32251938493593363
dsir_wiki,rps_doc_frac_no_alph_words,0.07918994536666571,0.17825170757062545
rps_doc_mean_word_length,ad_en,-0.07918012282582354,-0.08920263551190423
dsir_books,modernbert_readability,-0.07897201298544707,-0.28670480233356693
dsir_wiki,modernbert_readability,-0.07872138341030491,-0.27925103817549823
rps_doc_frac_unique_words,rps_lines_numerical_chars_fraction,0.07731507443808595,0.1447545637410107
rps_doc_frac_chars_top_3gram,qurater,-0.07661779704567885,-0.15258762209170865
rps_lines_numerical_chars_fraction,fineweb_edu,-0.07553147891813124,-0.12035002637959794
rps_doc_word_count,ad_en,0.07539760359419378,0.05140446481627856
rps_doc_frac_no_alph_words,fineweb_edu,0.07538419684035266,-0.019182573422443002
rps_lines_uppercase_letter_fraction,rps_lines_numerical_chars_fraction,0.07508012127195599,0.10688674362890041
dsir_books,fluency_en,0.07498627525330244,0.018779516278953294
rps_lines_numerical_chars_fraction,modernbert_reasoning,-0.0744815179609876,-0.09471300253840644
dsir_books,rps_doc_mean_word_length,-0.07385862115247642,-0.02194215132601242
rps_doc_frac_unique_words,rps_doc_frac_no_alph_words,-0.07141732332103153,0.008286247728541756
dsir_math,rps_doc_frac_no_alph_words,0.0712999430841285,0.1359127495788156
modernbert_reasoning,ad_en,-0.06973253007694469,-0.08528229930571633
rps_doc_frac_unique_words,qurater,-0.06960563006262836,-0.06959589505327289
rps_doc_frac_no_alph_words,qurater,0.0687150311151751,0.11164084300578095
rps_lines_ending_with_terminal_punctution_mark,fineweb_edu,-0.06793420789875124,-0.08238198882824822
rps_lines_uppercase_letter_fraction,modernbert_cleanliness,0.0673660970070453,0.15138186722942112
rps_doc_mean_word_length,fineweb_edu,0.06725488848928139,0.07845355556786197
dsir_wiki,fluency_en,0.06679699239705096,0.013167053251716292
rps_doc_num_sentences,rps_doc_mean_word_length,-0.06481089942521692,-0.0633236115771057
rps_doc_frac_chars_top_3gram,rps_lines_ending_with_terminal_punctution_mark,0.06460269314423045,0.058331670798073935
dsir_wiki,modernbert_cleanliness,-0.06018305549238117,-0.19570086415684496
rps_doc_frac_unique_words,rps_doc_frac_chars_top_3gram,0.05996695635761509,0.19144104025205186
dsir_books,modernbert_cleanliness,-0.05994478601635333,-0.1922614006712664
rps_doc_frac_unique_words,rps_doc_mean_word_length,0.05859371169203097,0.0863828378378579
rps_doc_frac_chars_top_3gram,rps_lines_numerical_chars_fraction,0.05809310802969533,0.07615576404608729
rps_doc_frac_chars_top_3gram,fineweb_edu,0.05743175249150663,-0.10006631352205507
rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_3gram,0.057368980304563576,0.06277593173185796
rps_doc_mean_word_length,qurater,0.05673047991479898,0.041856089509998
dsir_wiki,rps_doc_mean_word_length,-0.05576120123073661,-0.005424850346437465
rps_doc_num_sentences,rps_lines_ending_with_terminal_punctution_mark,0.053922824624202156,0.027117722451672856
dsir_math,modernbert_cleanliness,-0.05076286729416531,-0.2115468180394593
rps_lines_numerical_chars_fraction,rps_doc_mean_word_length,-0.04937978452811158,-0.11115956932178342
rps_doc_frac_chars_top_3gram,rps_lines_uppercase_letter_fraction,0.049148922754798575,0.0029569286869334517
dsir_math,ad_en,-0.04633231496526064,-0.20363767806168337
dsir_math,fluency_en,0.04630321916309809,0.02641594802667057
rps_doc_word_count,modernbert_professionalism,-0.04627247914134304,-0.020600565721598945
rps_doc_frac_chars_top_2gram,rps_lines_ending_with_terminal_punctution_mark,0.04513276418780399,-0.005174357421020253
rps_doc_frac_chars_top_3gram,modernbert_professionalism,0.04388384012837801,0.008830650245508137
rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_2gram,0.042257361997648575,0.013502298698241665
rps_lines_ending_with_terminal_punctution_mark,qurater,0.04156991166518825,0.10012540853508983
rps_doc_word_count,rps_doc_mean_word_length,-0.04134290355079491,-0.035872854205331595
rps_doc_frac_chars_top_3gram,fluency_en,-0.04083494260561533,0.005142315716984907
rps_lines_numerical_chars_fraction,modernbert_cleanliness,-0.04017822665283366,-0.06730130264497935
rps_doc_frac_chars_top_2gram,qurater,-0.03946357087278829,-0.1034224588791647
rps_lines_ending_with_terminal_punctution_mark,modernbert_reasoning,-0.038611321618179345,-0.0006319528751940618
fluency_en,ad_en,-0.0367764923045309,-0.045838083130398694
dsir_math,rps_doc_mean_word_length,-0.03530478960700555,-0.003938690299469822
rps_doc_frac_chars_top_3gram,rps_doc_mean_word_length,-0.03448223009231075,0.002150024042515587
dsir_books,rps_lines_uppercase_letter_fraction,-0.0342854315389412,-0.12508466208191943
rps_lines_numerical_chars_fraction,qurater,-0.030919798796414724,-0.005079822702203912
rps_lines_numerical_chars_fraction,fluency_en,0.028496151021692517,0.04945349192251529
rps_doc_word_count,rps_lines_numerical_chars_fraction,-0.025452116810579586,-0.0769692157107159
rps_lines_uppercase_letter_fraction,fineweb_edu,-0.02290907135693497,-0.05404369991810166
dsir_math,rps_lines_uppercase_letter_fraction,-0.02270366276889212,-0.1510032242685973
dsir_wiki,rps_lines_uppercase_letter_fraction,-0.021887004161106907,-0.1317359479463174
rps_doc_frac_no_alph_words,fluency_en,-0.02178762386372574,-0.15201479567410628
rps_doc_frac_chars_top_2gram,rps_lines_numerical_chars_fraction,0.021742137586146393,-0.013990280587259114
rps_doc_num_sentences,rps_doc_frac_no_alph_words,0.0213542895502489,0.024851972941637875
rps_doc_frac_chars_top_2gram,fluency_en,-0.02101778796045922,0.03121723078237608
dsir_wiki,ad_en,-0.018610272611990046,-0.1742047734143226
rps_lines_uppercase_letter_fraction,modernbert_reasoning,0.017678060299399393,-0.0006201324850214502
fluency_en,qurater,-0.013226990059220105,-0.024755783246814336
dsir_books,ad_en,-0.011269950905519452,-0.1740222214632448
rps_doc_word_count,rps_doc_frac_no_alph_words,0.010432094846177449,0.01653181092590629
rps_doc_frac_no_alph_words,modernbert_reasoning,-0.010162875048884303,-0.04474183256598043
rps_doc_mean_word_length,modernbert_cleanliness,-0.008425466246078634,-0.03071452310559635
rps_doc_num_sentences,fluency_en,0.006923816972296423,0.023490850471664052
rps_doc_unigram_entropy,qurater,0.004108557861954325,-0.008550727204995574
rps_lines_numerical_chars_fraction,modernbert_professionalism,-0.003632542977545255,-0.010875750173561464
rps_doc_unigram_entropy,rps_doc_mean_word_length,-0.002816758160349185,-0.018962296143191018
rps_doc_num_sentences,rps_lines_numerical_chars_fraction,0.002653957006075783,-0.08114894646226788
rps_doc_word_count,modernbert_reasoning,0.0023562336368463006,0.19107096707638066
